Ticker,Name,Asset Class,Weight (%),Sector,Exchange
DHT,DHT HOLDINGS INC,Equity,0,Energy,New York Stock Exchange Inc.
IBCP,INDEPENDENT BANK CORP,Equity,0,Financials,NASDAQ
NIHD,NII HOLDINGS INC,Equity,0,Communication,NASDAQ
OLBK,OLD LINE BANCSHARES INC,Equity,0,Financials,NASDAQ
SMTA,SPIRIT MTA REIT,Equity,0,Real Estate,New York Stock Exchange Inc.
ORC,ORCHID ISLAND CAPITAL INC,Equity,0,Financials,New York Stock Exchange Inc.
SCVL,SHOE CARNIVAL INC,Equity,0,Consumer Discretionary,NASDAQ
GDEN,GOLDEN ENTERTAINMENT INC,Equity,0,Consumer Discretionary,NASDAQ
OOMA,OOMA INC,Equity,0,Communication,New York Stock Exchange Inc.
SALT,SCORPIO BULKERS INC,Equity,0,Industrials,New York Stock Exchange Inc.
AVD,AMER VANGUARD CORP,Equity,0,Materials,New York Stock Exchange Inc.
CRAI,CRA INTERNATIONAL INC,Equity,0,Industrials,NASDAQ
MLAB,MESA LABORATORIES INC,Equity,0,Information Technology,NASDAQ
OPB,OPUS BANK,Equity,0,Financials,NASDAQ
VBTX,VERITEX HOLDINGS INC,Equity,0,Financials,NASDAQ
TTI,TETRA TECHNOLOGIES INC,Equity,0,Energy,New York Stock Exchange Inc.
TCX,TUCOWS INC,Equity,0,Information Technology,NASDAQ
JCP,JC PENNEY INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
GLYC,GLYCOMIMETICS INC,Equity,0,Health Care,NASDAQ
HCI,HCI GROUP INC,Equity,0,Financials,New York Stock Exchange Inc.
PGNX,PROGENICS PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
TPIC,TPI COMPOSITES INC,Equity,0,Industrials,NASDAQ
TENB,TENABLE HOLDINGS INC,Equity,0,Information Technology,NASDAQ
VRTV,VERITIV CORP,Equity,0,Industrials,New York Stock Exchange Inc.
PYX,PYXUS INTERNATIONAL INC,Equity,0,Consumer Staples,New York Stock Exchange Inc.
FSB,FRANKLIN FINANCIAL NETWORK INC,Equity,0,Financials,New York Stock Exchange Inc.
RVI,RETAIL VALUE INC,Equity,0,Real Estate,New York Stock Exchange Inc.
TG,TREDEGAR CORP,Equity,0,Materials,New York Stock Exchange Inc.
FRO,FRONTLINE LTD,Equity,0,Energy,New York Stock Exchange Inc.
EBF,ENNIS INC,Equity,0,Industrials,New York Stock Exchange Inc.
WSR,WHITESTONE REIT,Equity,0,Real Estate,New York Stock Exchange Inc.
OXFD,OXFORD IMMUNOTEC GLOBAL PLC,Equity,0,Health Care,NASDAQ
ETH,ETHAN ALLEN INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
AMEH,APOLLO MEDICAL HOLDINGS INC,Equity,0,Health Care,NASDAQ
CUTR,CUTERA INC,Equity,0,Health Care,NASDAQ
EZPW,EZCORP NON VOTING INC CLASS A,Equity,0,Financials,NASDAQ
MPAA,MOTORCAR PARTS OF AMERICA INC,Equity,0,Consumer Discretionary,NASDAQ
SNR,NEW SENIOR INVESTMENT GROUP INC,Equity,0,Real Estate,New York Stock Exchange Inc.
AKCA,AKCEA THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
CATO,CATO CORP CLASS A,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
TACO,DEL TACO RESTAURANTS INC,Equity,0,Consumer Discretionary,NASDAQ
DERM,DERMIRA INC,Equity,0,Health Care,NASDAQ
HCKT,HACKETT GROUP INC,Equity,0,Information Technology,NASDAQ
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Equity,0,Real Estate,NASDAQ
LQDA,LIQUIDIA TECHNOLOGIES INC,Equity,0,Health Care,NASDAQ
SPAR,SPARTAN MOTORS INC,Equity,0,Industrials,NASDAQ
AAOI,APPLIED OPTOELECTRONICS INC,Equity,0,Information Technology,NASDAQ
SLDB,SOLID BIOSCIENCES INC,Equity,0,Health Care,NASDAQ
ESIO,ELECTRO SCIENTIFIC INDUSTRIES INC,Equity,0,Information Technology,NASDAQ
EIGI,ENDURANCE INTERNATIONAL GROUP HOLD,Equity,0,Information Technology,NASDAQ
GOOD,GLADSTONE COMMERCIAL REIT CORP,Equity,0,Real Estate,NASDAQ
LMNR,LIMONEIRA,Equity,0,Consumer Staples,NASDAQ
MOFG,MIDWESTONE FINANCIAL GROUP INC,Equity,0,Financials,NASDAQ
RCKT,ROCKET PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
SIEB,SIEBERT FINANCIAL CORP,Equity,0,Financials,NASDAQ
ADRO,ADURO BIOTECH INC,Equity,0,Health Care,NASDAQ
ALDX,ALDEYRA THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
REX,REX AMERICAN RESOURCES CORP,Equity,0,Energy,New York Stock Exchange Inc.
GHL,GREENHILL INC,Equity,0,Financials,New York Stock Exchange Inc.
BHB,BAR HARBOR BANKSHARES,Equity,0,Financials,Nyse Mkt Llc
DZSI,DASAN ZHONE SOLUTIONS INC,Equity,0,Information Technology,NASDAQ
KE,KIMBALL ELECTRONICS INC,Equity,0,Information Technology,NASDAQ
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Equity,0,Health Care,NASDAQ
QTNA,QUANTENNA COMMUNICATIONS INC,Equity,0,Information Technology,NASDAQ
TTEC,TTEC HOLDINGS INC,Equity,0,Information Technology,NASDAQ
ARQL,ARQULE INC,Equity,0,Health Care,NASDAQ
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Equity,0,Financials,NASDAQ
UUUU,ENERGY FUELS INC,Equity,0,Energy,Nyse Mkt Llc
PI,IMPINJ INC,Equity,0,Information Technology,NASDAQ
MYRG,MYR GROUP INC,Equity,0,Industrials,NASDAQ
OSTK,OVERSTOCK COM INC,Equity,0,Consumer Discretionary,NASDAQ
VECO,VEECO INSTRUMENTS INC,Equity,0,Information Technology,NASDAQ
WMK,WEIS MARKETS INC,Equity,0,Consumer Staples,New York Stock Exchange Inc.
RDNT,RADNET INC,Equity,0,Health Care,NASDAQ
HIBB,HIBBETT SPORTS INC,Equity,0,Consumer Discretionary,NASDAQ
GTS,TRIPLE S MANAGEMENT CORP CLASS B,Equity,0,Health Care,New York Stock Exchange Inc.
CLAR,CLARUS CORP,Equity,0,Consumer Discretionary,NASDAQ
OSBC,OLD SECOND BANCORP INC,Equity,0,Financials,NASDAQ
PEBO,PEOPLES BANCORP INC,Equity,0,Financials,NASDAQ
STML,STEMLINE THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
ASPS,ALTISOURCE PORTFOLIO SOLUTIONS SA,Equity,0,Real Estate,NASDAQ
ESND,ESSENDANT INC,Equity,0,Industrials,NASDAQ
ENPH,ENPHASE ENERGY INC,Equity,0,Industrials,NASDAQ
FMAO,FARMERS AND MERCHANTS BANCORP INC,Equity,0,Financials,NASDAQ
NVEC,NVE CORP,Equity,0,Information Technology,NASDAQ
QCRH,QCR HOLDINGS INC,Equity,0,Financials,NASDAQ
ZFGN,ZAFGEN INC,Equity,0,Health Care,NASDAQ
AXDX,ACCELERATE DIAGNOSTICS INC,Equity,0,Health Care,NASDAQ
BBSI,BARRETT BUSINESS SERVICES INC,Equity,0,Industrials,NASDAQ
PTSI,PAM TRANSPORTATION SERVICES INC,Equity,0,Industrials,NASDAQ
IVC,INVACARE CORP,Equity,0,Health Care,New York Stock Exchange Inc.
PDLI,PDL BIOPHARMA INC,Equity,0,Health Care,NASDAQ
VRAY,VIEWRAY INC,Equity,0,Health Care,NASDAQ
WMIH,WMIH CORP,Equity,0,Financials,NASDAQ
ARII,AMERICAN RAILCAR INDUSTRIES INC,Equity,0,Industrials,NASDAQ
KIN,KINDRED BIOSCIENCES INC,Equity,0,Health Care,NASDAQ
STFC,STATE AUTO FINANCIAL CORP,Equity,0,Financials,NASDAQ
WMC,WESTERN ASSET MORTGAGE CAPITAL REI,Equity,0,Financials,New York Stock Exchange Inc.
ACHN,ACHILLION PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
AHT,ASHFORD HOSPITALITY TRUST REIT INC,Equity,0,Real Estate,New York Stock Exchange Inc.
CELC,CELCUITY INC,Equity,0,Health Care,NASDAQ
IPI,INTREPID POTASH INC,Equity,0,Materials,New York Stock Exchange Inc.
ONDK,ON DECK CAPITAL INC,Equity,0,Financials,New York Stock Exchange Inc.
RBCAA,REPUBLIC BANCORP INC CLASS A,Equity,0,Financials,NASDAQ
REI,RING ENERGY INC,Equity,0,Energy,Nyse Mkt Llc
CSTE,CAESARSTONE LTD,Equity,0,Industrials,NASDAQ
MITT,AG MORTGAGE INVESTMENT TRUST REIT,Equity,0,Financials,New York Stock Exchange Inc.
CLNE,CLEAN ENERGY FUELS CORP,Equity,0,Energy,NASDAQ
SYBX,SYNLOGIC INC,Equity,0,Health Care,NASDAQ
WNEB,WESTERN NEW ENGLAND BANCORP INC,Equity,0,Financials,NASDAQ
GFF,GRIFFON CORP,Equity,0,Industrials,New York Stock Exchange Inc.
CMRE,COSTAMARE INC,Equity,0,Industrials,New York Stock Exchange Inc.
ADMS,ADAMAS PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
BLBD,BLUE BIRD CORP,Equity,0,Industrials,NASDAQ
FRBK,REPUBLIC FIRST BANCORP INC,Equity,0,Financials,NASDAQ
SONA,SOUTHERN NATIONAL BANCORP OF VIRGI,Equity,0,Financials,NASDAQ
BZH,BEAZER HOMES INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
HCCI,HERITAGE CRYSTAL INC,Equity,0,Industrials,NASDAQ
MODN,MODEL N INC,Equity,0,Information Technology,New York Stock Exchange Inc.
PDVW,PDVWIRELESS INC,Equity,0,Communication,NASDAQ
QNST,QUINSTREET INC,Equity,0,Communication,NASDAQ
AKBA,AKEBIA THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
PAR,PAR TECHNOLOGY CORP,Equity,0,Information Technology,New York Stock Exchange Inc.
RECN,RESOURCES CONNECTION INC,Equity,0,Industrials,NASDAQ
WTTR,SELECT ENERGY SERVICES INC CLASS A,Equity,0,Energy,New York Stock Exchange Inc.
USAT,USA TECHNOLOGIES INC,Equity,0,Information Technology,NASDAQ
OMN,OMNOVA SOLUTIONS INC,Equity,0,Materials,New York Stock Exchange Inc.
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Equity,0,Information Technology,NASDAQ
VPG,VISHAY PRECISION GROUP INC,Equity,0,Information Technology,New York Stock Exchange Inc.
BRS,BRISTOW GROUP INC,Equity,0,Energy,New York Stock Exchange Inc.
COWN,COWEN INC CLASS A,Equity,0,Financials,NASDAQ
CASA,CASA SYSTEMS INC,Equity,0,Information Technology,NASDAQ
AROW,ARROW FINANCIAL CORP,Equity,0,Financials,NASDAQ
DCO,DUCOMMUN INC,Equity,0,Industrials,New York Stock Exchange Inc.
HAYN,HAYNES INTERNATIONAL INC,Equity,0,Materials,NASDAQ
KIDS,ORTHOPEDIATRICS CORP,Equity,0,Health Care,NASDAQ
AMR,ALTA MESA RESOURCES INC CLASS A,Equity,0,Energy,NASDAQ
NNBR,NN INC,Equity,0,Industrials,NASDAQ
BKS,BARNES AND NOBLE INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
CTT,CATCHMARK TIMBER TRUST INC TRUST C,Equity,0,Real Estate,New York Stock Exchange Inc.
EVOP,EVO PAYMENTS INC CLASS A,Equity,0,Information Technology,NASDAQ
FISI,FINANCIAL INSTITUTIONS INC,Equity,0,Financials,NASDAQ
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Equity,0,Real Estate,New York Stock Exchange Inc.
NLS,NAUTILUS INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
TGH,TEXTAINER GROUP HOLDINGS LTD,Equity,0,Industrials,New York Stock Exchange Inc.
UCTT,ULTRA CLEAN HOLDINGS INC,Equity,0,Information Technology,NASDAQ
SIEN,SIENTRA INC,Equity,0,Health Care,NASDAQ
OCN,OCWEN FINANCIAL CORP,Equity,0,Financials,New York Stock Exchange Inc.
APTX,APTINYX INC,Equity,0,Health Care,NASDAQ
ABUS,ARBUTUS BIOPHARMA CORP,Equity,0,Health Care,NASDAQ
YORW,YORK WATER,Equity,0,Utilities,NASDAQ
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Equity,0,Financials,New York Stock Exchange Inc.
CCRN,CROSS COUNTRY HEALTHCARE INC,Equity,0,Health Care,NASDAQ
FPRX,FIVE PRIME THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
SD,SANDRIDGE ENERGY INC,Equity,0,Energy,New York Stock Exchange Inc.
SSTI,SHOTSPOTTER INC,Equity,0,Information Technology,NASDAQ
SPWR,SUNPOWER CORP,Equity,0,Information Technology,NASDAQ
ZAGG,ZAGG INC,Equity,0,Consumer Discretionary,NASDAQ
LKSD,LSC COMMUNICATIONS INC,Equity,0,Industrials,New York Stock Exchange Inc.
NTGN,NEON THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
PCYO,PURE CYCLE CORP,Equity,0,Utilities,NASDAQ
RST,ROSETTA STONE INC,Equity,0,Communication,New York Stock Exchange Inc.
VYGR,VOYAGER THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
AMRS,AMYRIS INC,Equity,0,Energy,NASDAQ
SWCH,SWITCH INC CLASS A,Equity,0,Information Technology,New York Stock Exchange Inc.
XELA,EXELA TECHNOLOGIES INC,Equity,0,Information Technology,NASDAQ
BOMN,BOSTON OMAHA CORP CLASS A,Equity,0,Communication,NASDAQ
CHUY,CHUYS HOLDINGS INC,Equity,0,Consumer Discretionary,NASDAQ
CTRN,CITI TRENDS INC,Equity,0,Consumer Discretionary,NASDAQ
NXEO,NEXEO SOLUTIONS INC,Equity,0,Industrials,NASDAQ
WINA,WINMARK CORP,Equity,0,Consumer Discretionary,NASDAQ
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Equity,0,Communication,New York Stock Exchange Inc.
CURO,CURO GROUP HOLDINGS CORP,Equity,0,Financials,New York Stock Exchange Inc.
AXAS,ABRAXAS PETROLEUM CORP,Equity,0,Energy,NASDAQ
IIN,INTRICON CORP,Equity,0,Health Care,NASDAQ
PKE,PARK ELECTROCHEM CORP,Equity,0,Information Technology,New York Stock Exchange Inc.
ICHR,ICHOR HOLDINGS LTD,Equity,0,Information Technology,NASDAQ
CDR,CEDAR REALTY TRUST REIT INC TRUST,Equity,0,Real Estate,New York Stock Exchange Inc.
CHRA,CHARAH SOLUTIONS INC,Equity,0,Industrials,New York Stock Exchange Inc.
HVT,HAVERTY FURNITURE COMPANIES INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
LJPC,LA JOLLA PHARMACEUTICAL,Equity,0,Health Care,NASDAQ
BV,BRIGHTVIEW HOLDINGS INC,Equity,0,Industrials,New York Stock Exchange Inc.
CYTK,CYTOKINETICS INC,Equity,0,Health Care,NASDAQ
LOVE,LOVESAC COMPANY,Equity,0,Consumer Discretionary,NASDAQ
SPNE,SEASPINE HOLDINGS CORP,Equity,0,Health Care,NASDAQ
SRNE,SORRENTO THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
XXII,CENTURY GROUP INC,Equity,0,Consumer Staples,Nyse Mkt Llc
GBLI,GLOBAL INDEMNITY LTD CLASS A,Equity,0,Financials,NASDAQ
FMNB,FARMERS NATIONAL BANC CORP,Equity,0,Financials,NASDAQ
FOR,FORESTAR GROUP INC,Equity,0,Real Estate,New York Stock Exchange Inc.
NCBS,NICOLET BANKSHARES INC,Equity,0,Financials,NASDAQ
QTRX,QUANTERIX CORP,Equity,0,Health Care,NASDAQ
SUP,SUPERIOR INDS INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
FRPH,FRP HOLDINGS INC,Equity,0,Real Estate,NASDAQ
LL,LUMBER LIQUIDATORS HOLDINGS INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
MNOV,MEDICINOVA INC,Equity,0,Health Care,NASDAQ
NINE,NINE ENERGY SERVICE INC,Equity,0,Energy,New York Stock Exchange Inc.
PETQ,PETIQ INC CLASS A,Equity,0,Health Care,NASDAQ
VCYT,VERACYTE INC,Equity,0,Health Care,NASDAQ
CENT,CENTRAL GARDEN AND PET,Equity,0,Consumer Staples,NASDAQ
ANIP,ANI PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
AVEO,AVEO PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
FORR,FORRESTER RESEARCH INC,Equity,0,Industrials,NASDAQ
MRNS,MARINUS PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
PCSB,PCSB FINANCIAL CORP,Equity,0,Financials,NASDAQ
ZIOP,ZIOPHARM ONCOLOGY INC,Equity,0,Health Care,NASDAQ
CAI,CAI INTERNATIONAL INC,Equity,0,Industrials,New York Stock Exchange Inc.
ALLK,ALLAKOS INC,Equity,0,Health Care,NASDAQ
BGSF,BG STAFFING INC,Equity,0,Industrials,Nyse Mkt Llc
BLMT,BSB BANCORP INC,Equity,0,Financials,NASDAQ
FBMS,FIRST BANCSHARES INC,Equity,0,Financials,NASDAQ
TSBK,TIMBERLAND BANCORP INC,Equity,0,Financials,NASDAQ
UFI,UNIFI INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
UCFC,UNITED COMMUNITY FINANCIAL CORP,Equity,0,Financials,NASDAQ
PHH,PHH CORP,Equity,0,Financials,New York Stock Exchange Inc.
EROS,EROS INTERNATIONAL PLC CLASS A,Equity,0,Communication,New York Stock Exchange Inc.
AINC,ASHFORD INC,Equity,0,Financials,Nyse Mkt Llc
CTSO,CYTOSORBENTS CORP,Equity,0,Health Care,NASDAQ
FTSV,FORTY SEVEN INC,Equity,0,Health Care,NASDAQ
LXRX,LEXICON PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
TORC,RESTORBIO,Equity,0,Health Care,NASDAQ
TCDA,TRICIDA INC,Equity,0,Health Care,NASDAQ
VSTM,VERASTEM INC,Equity,0,Health Care,NASDAQ
MGTX,MEIRAGTX HOLDINGS PLC,Equity,0,Health Care,NASDAQ
CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Equity,0,Health Care,NASDAQ
DS,DRIVE SHACK INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
ELOX,ELOXX PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
FDBC,FIDELITY D AND D BANCORP INC,Equity,0,Financials,NASDAQ
NWFL,NORWOOD FINANCIAL CORP,Equity,0,Financials,NASDAQ
STRL,STERLING CONSTRUCTION INC,Equity,0,Industrials,NASDAQ
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Equity,0,Industrials,NASDAQ
ATEN,A10 NETWORKS INC,Equity,0,Information Technology,New York Stock Exchange Inc.
ACRS,ACLARIS THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
CYRX,CRYOPORT INC,Equity,0,Health Care,NASDAQ
NSTG,NANOSTRING TECHNOLOGIES INC,Equity,0,Health Care,NASDAQ
SYX,SYSTEMAX INC,Equity,0,Industrials,New York Stock Exchange Inc.
RRD,RR DONNELLEY AND SONS,Equity,0,Industrials,New York Stock Exchange Inc.
VIA,VIACOM INC CLASS A,Equity,0,Communication,NASDAQ
ANH,ANWORTH MORTGAGE ASSET REIT CORP,Equity,0,Financials,New York Stock Exchange Inc.
RBBN,RIBBON COMMUNICATIONS INC,Equity,0,Information Technology,NASDAQ
UNTY,UNITY BANCORP INC,Equity,0,Financials,NASDAQ
ADMA,ADMA BIOLOGICS INC,Equity,0,Health Care,NASDAQ
BHR,BRAEMAR HOTELS RESORTS INC,Equity,0,Real Estate,New York Stock Exchange Inc.
LNDC,LANDEC CORP,Equity,0,Consumer Staples,NASDAQ
SGYP,SYNERGY PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
UPLD,UPLAND SOFTWARE INC,Equity,0,Information Technology,NASDAQ
AQST,AQUESTIVE THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
LOCO,EL POLLO LOCO INC,Equity,0,Consumer Discretionary,NASDAQ
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Equity,0,Financials,NASDAQ
IIIV,I3 VERTICALS INC CLASS A,Equity,0,Information Technology,NASDAQ
TRNC,TRONC INC,Equity,0,Communication,NASDAQ
CYH,COMMUNITY HEALTH SYSTEMS INC,Equity,0,Health Care,New York Stock Exchange Inc.
ANCX,ACCESS NATIONAL CORP,Equity,0,Financials,NASDAQ
HWKN,HAWKINS INC,Equity,0,Materials,NASDAQ
MSL,MIDSOUTH BANCORP INC,Equity,0,Financials,New York Stock Exchange Inc.
BRY,BERRY PETROLEUM CORP,Equity,0,Energy,NASDAQ
ARL,AMERICAN REALTY INVESTORS INC,Equity,0,Real Estate,New York Stock Exchange Inc.
CPRX,CATALYST PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
IEA,INFRASTRUCTURE AND ENERGY ALTERNAT,Equity,0,Industrials,NASDAQ
KURA,KURA ONCOLOGY INC,Equity,0,Health Care,NASDAQ
NVTR,NUVECTRA CORP,Equity,0,Health Care,NASDAQ
DBD,DIEBOLD NIXDORF INC,Equity,0,Information Technology,New York Stock Exchange Inc.
EGLE,EAGLE BULK SHIPPING INC,Equity,0,Industrials,NASDAQ
CCNE,CNB FINANCIAL CORP,Equity,0,Financials,NASDAQ
CATC,CAMBRIDGE BANCORP,Equity,0,Financials,NASDAQ
PBPB,POTBELLY CORP,Equity,0,Consumer Discretionary,NASDAQ
TRC,TEJON RANCH,Equity,0,Real Estate,New York Stock Exchange Inc.
GEFB,GREIF INC CLASS B,Equity,0,Materials,New York Stock Exchange Inc.
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Equity,0,Financials,NASDAQ
AFI,ARMSTRONG FLOORING INC,Equity,0,Industrials,New York Stock Exchange Inc.
CDXC,CHROMADEX CORP,Equity,0,Health Care,NASDAQ
CIO,CITY OFFICE REIT INC,Equity,0,Real Estate,New York Stock Exchange Inc.
COLL,COLLEGIUM PHARMACEUTICAL INC,Equity,0,Health Care,NASDAQ
FF,FUTUREFUEL CORP,Equity,0,Materials,New York Stock Exchange Inc.
INWK,INNERWORKINGS INC,Equity,0,Industrials,NASDAQ
MBIN,MERCHANTS BANCORP,Equity,0,Financials,NASDAQ
WTBA,WEST BANCORPORATION INC,Equity,0,Financials,NASDAQ
WHG,WESTWOOD HOLDINGS GROUP INC,Equity,0,Financials,New York Stock Exchange Inc.
GLF,GULFMARK OFFSHORE INC,Equity,0,Energy,Nyse Mkt Llc
HRTG,HERITAGE INSURANCE HOLDINGS INC,Equity,0,Financials,New York Stock Exchange Inc.
RVSB,RIVERVIEW BANCORP INC,Equity,0,Financials,NASDAQ
SMHI,SEACOR MARINE HOLDINGS INC,Equity,0,Energy,New York Stock Exchange Inc.
TWI,TITAN INTERNATIONAL INC,Equity,0,Industrials,New York Stock Exchange Inc.
BCML,BAYCOM CORP,Equity,0,Financials,NASDAQ
DX,DYNEX CAPITAL REIT INC,Equity,0,Financials,New York Stock Exchange Inc.
GERN,GERON CORP,Equity,0,Health Care,NASDAQ
INSP,INSPIRE MEDICAL SYSTEMS INC,Equity,0,Health Care,New York Stock Exchange Inc.
CSV,CARRIAGE SERVICES INC,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
AVLR,AVALARA INC,Equity,0,Information Technology,New York Stock Exchange Inc.
CNST,CONSTELLATION PHARMACEUTICALS INC,Equity,0,Health Care,NASDAQ
DGII,DIGI INTERNATIONAL INC,Equity,0,Information Technology,NASDAQ
XAN,EXANTAS CAPITAL CORP,Equity,0,Financials,New York Stock Exchange Inc.
GDP,GOODRICH PETE CORP,Equity,0,Energy,Nyse Mkt Llc
FIXX,HOMOLOGY MEDICINES INC,Equity,0,Health Care,NASDAQ
RICK,RCI HOSPITALITY HOLDINGS INC,Equity,0,Consumer Discretionary,NASDAQ
SYNL,SYNALLOY CORP,Equity,0,Materials,NASDAQ
ASRT,ASSERTIO THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
KRO,KRONOS WORLDWIDE INC,Equity,0,Materials,New York Stock Exchange Inc.
CIVB,CIVISTA BANCSHARES INC,Equity,0,Financials,NASDAQ
NWPX,NORTHWEST PIPE,Equity,0,Industrials,NASDAQ
CNXN,PC CONNECTION INC,Equity,0,Information Technology,NASDAQ
ADVM,ADVERUM BIOTECHNOLOGIES INC,Equity,0,Health Care,NASDAQ
HOFT,HOOKER FURNITURE CORP,Equity,0,Consumer Discretionary,NASDAQ
KZR,KEZAR LIFE SCIENCES INC,Equity,0,Health Care,NASDAQ
MTEM,MOLECULAR TEMPLATES INC,Equity,0,Health Care,NASDAQ
PKOH,PARK OHIO HOLDINGS CORP,Equity,0,Industrials,NASDAQ
AMAL,AMALGAMATED BANK CLASS A,Equity,0,Financials,NASDAQ
AJX,GREAT AJAX CORP,Equity,0,Financials,New York Stock Exchange Inc.
MBII,MARRONE BIO INNOVATIONS INC,Equity,0,Materials,NASDAQ
PTN,PALATIN TECHNOLOGIES INC,Equity,0,Health Care,Nyse Mkt Llc
RUBY,RUBIUS THERAPEUTICS INC,Equity,0,Health Care,NASDAQ
ZIXI,ZIX CORP,Equity,0,Information Technology,NASDAQ
BFIN,BANKFINANCIAL CORP,Equity,0,Financials,NASDAQ
LEAF,LEAF GROUP LTD,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
MG,MISTRAS GROUP INC,Equity,0,Industrials,New York Stock Exchange Inc.
PFIS,PEOPLES FINANCIAL SERVICES CORP,Equity,0,Financials,NASDAQ
SONO,SONOS INC,Equity,0,Consumer Discretionary,NASDAQ
ARD,ARDAGH GROUP SA CLASS A,Equity,0,Materials,New York Stock Exchange Inc.
PERY,PERRY ELLIS INTERNATIONAL INC,Equity,0,Consumer Discretionary,NASDAQ
OPY,OPPENHEIMER HOLDINGS NON VOTING IN,Equity,0,Financials,New York Stock Exchange Inc.
AMOT,ALLIED MOTION TECHNOLOGIES INC,Equity,0,Industrials,NASDAQ
GNMK,GENMARK DIAGNOSTICS INC,Equity,0,Health Care,NASDAQ
MVBF,MONONGAHELA POWER CORP,Equity,0,Financials,NASDAQ
BSRR,SIERRA BANCORP,Equity,0,Financials,NASDAQ
SIGA,SIGA TECHNOLOGIES INC,Equity,0,Health Care,NASDAQ
TBNK,TERRITORIAL BANCORP INC,Equity,0,Financials,NASDAQ
USAP,UNIVERSAL STAINLESS AND ALLOY PROD,Equity,0,Materials,NASDAQ
UTMD,UTAH MEDICAL PRODUCTS INC,Equity,0,Health Care,NASDAQ
CVGI,COMMERCIAL VEHICLE GROUP INC,Equity,0,Industrials,NASDAQ
GNC,GNC HOLDINGS INC CLASS A,Equity,0,Consumer Discretionary,New York Stock Exchange Inc.
CVTI,COVENANT TRANSPORTATION GROUP INC,Equity,0,Industrials,NASDAQ
ECOR,ELECTROCORE,Equity,0,Health Care,NASDAQ
EBTC,ENTERPRISE BANCORP INC,Equity,0,Financials,NASDAQ
KINS,KINGSTONE COMPANIES INC,Equity,0,Financials,NASDAQ
RM,REGIONAL MANAGEMENT CORP,Equity,0,Financials,New York Stock Exchange Inc.
UIHC,UNITED INSURANCE HOLDINGS CORP,Equity,0,Financials,NASDAQ
VEC,VECTRUS INC,Equity,0,Industrials,New York Stock Exchange Inc.
CIA,CITIZENS INC CLASS A,Equity,0,Financials,New York Stock Exchange Inc.
CCB,COASTAL FINANCIAL CORP,Equity,0,Financials,NASDAQ
ERII,ENERGY RECOVERY INC,Equity,0,Industrials,NASDAQ
NKSH,NATIONAL BANKSHARES INC,Equity,0,Financials,NASDAQ
UBX,UNITY BIOTECHNOLOGY INC,Equity,0,Health Care,NASDAQ
CVIA,COVIA HOLDINGS CORP,Equity,0,Energy,New York Stock Exchange Inc.
