Ticker,Name,Asset Class,Weight (%),Sector,Exchange
AAPL,APPLE INC,Equity,3.72,Information Technology,NASDAQ
MSFT,MICROSOFT CORP,Equity,2.93,Information Technology,NASDAQ
AMZN,AMAZON COM INC,Equity,2.69,Consumer Discretionary,NASDAQ
BRK-B,BERKSHIRE HATHAWAY INC CLASS B,Equity,1.4,Financials,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,1.28,Financials,New York Stock Exchange Inc.
FB,FACEBOOK CLASS A INC,Equity,1.27,Communication,NASDAQ
JNJ,JOHNSON & JOHNSON,Equity,1.27,Health Care,New York Stock Exchange Inc.
XOM,EXXON MOBIL CORP,Equity,1.23,Energy,New York Stock Exchange Inc.
GOOG,ALPHABET INC CLASS C,Equity,1.23,Communication,NASDAQ
GOOGL,ALPHABET INC CLASS A,Equity,1.21,Communication,NASDAQ
BAC,BANK OF AMERICA CORP,Equity,0.92,Financials,New York Stock Exchange Inc.
V,VISA INC CLASS A,Equity,0.9,Information Technology,New York Stock Exchange Inc.
UNH,UNITEDHEALTH GROUP INC,Equity,0.87,Health Care,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,0.86,Health Care,New York Stock Exchange Inc.
T,AT&T INC,Equity,0.83,Communication,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,0.8,Energy,New York Stock Exchange Inc.
HD,HOME DEPOT INC,Equity,0.79,Consumer Discretionary,New York Stock Exchange Inc.
CSCO,CISCO SYSTEMS INC,Equity,0.77,Information Technology,NASDAQ
WFC,WELLS FARGO,Equity,0.76,Financials,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,0.76,Communication,New York Stock Exchange Inc.
INTC,INTEL CORPORATION,Equity,0.75,Information Technology,NASDAQ
PG,PROCTER & GAMBLE,Equity,0.71,Consumer Staples,New York Stock Exchange Inc.
BA,BOEING,Equity,0.7,Industrials,New York Stock Exchange Inc.
MA,MASTERCARD INC CLASS A,Equity,0.69,Information Technology,New York Stock Exchange Inc.
MRK,MERCK & CO INC,Equity,0.64,Health Care,New York Stock Exchange Inc.
C,CITIGROUP INC,Equity,0.61,Financials,New York Stock Exchange Inc.
KO,COCA-COLA,Equity,0.6,Consumer Staples,New York Stock Exchange Inc.
DIS,WALT DISNEY,Equity,0.59,Communication,New York Stock Exchange Inc.
NVDA,NVIDIA CORP,Equity,0.56,Information Technology,NASDAQ
CMCSA,COMCAST CORP CLASS A,Equity,0.55,Communication,NASDAQ
NFLX,NETFLIX INC,Equity,0.53,Communication,NASDAQ
PEP,PEPSICO INC,Equity,0.52,Consumer Staples,NASDAQ
DWDP,DOWDUPONT INC,Equity,0.51,Materials,New York Stock Exchange Inc.
ABBV,ABBVIE INC,Equity,0.48,Health Care,New York Stock Exchange Inc.
IBM,INTERNATIONAL BUSINESS MACHINES CO,Equity,0.47,Information Technology,New York Stock Exchange Inc.
ORCL,ORACLE CORP,Equity,0.47,Information Technology,New York Stock Exchange Inc.
WMT,WALMART INC,Equity,0.46,Consumer Staples,New York Stock Exchange Inc.
AMGN,AMGEN INC,Equity,0.45,Health Care,NASDAQ
MDT,MEDTRONIC PLC,Equity,0.45,Health Care,New York Stock Exchange Inc.
ADBE,ADOBE SYSTEM INC,Equity,0.45,Information Technology,NASDAQ
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,0.44,Consumer Staples,New York Stock Exchange Inc.
MCD,MCDONALDS CORP,Equity,0.43,Consumer Discretionary,New York Stock Exchange Inc.
ABT,ABBOTT LABORATORIES,Equity,0.42,Health Care,New York Stock Exchange Inc.
HON,HONEYWELL INTERNATIONAL INC,Equity,0.42,Industrials,New York Stock Exchange Inc.
MMM,3M,Equity,0.41,Industrials,New York Stock Exchange Inc.
UNP,UNION PACIFIC CORP,Equity,0.41,Industrials,New York Stock Exchange Inc.
MO,ALTRIA GROUP INC,Equity,0.39,Consumer Staples,New York Stock Exchange Inc.
ACN,ACCENTURE PLC CLASS A,Equity,0.37,Information Technology,New York Stock Exchange Inc.
CRM,SALESFORCE.COM INC,Equity,0.37,Information Technology,New York Stock Exchange Inc.
QCOM,QUALCOMM INC,Equity,0.36,Information Technology,NASDAQ
AVGO,BROADCOM INC,Equity,0.36,Information Technology,NASDAQ
TXN,TEXAS INSTRUMENT INC,Equity,0.36,Information Technology,NASDAQ
GE,GENERAL ELECTRIC,Equity,0.36,Industrials,New York Stock Exchange Inc.
UTX,UNITED TECHNOLOGIES CORP,Equity,0.36,Industrials,New York Stock Exchange Inc.
NKE,NIKE INC CLASS B,Equity,0.35,Consumer Discretionary,New York Stock Exchange Inc.
COST,COSTCO WHOLESALE CORP,Equity,0.35,Consumer Staples,NASDAQ
PYPL,PAYPAL HOLDINGS INC,Equity,0.35,Information Technology,NASDAQ
LLY,ELI LILLY,Equity,0.35,Health Care,New York Stock Exchange Inc.
BMY,BRISTOL MYERS SQUIBB,Equity,0.34,Health Care,New York Stock Exchange Inc.
GILD,GILEAD SCIENCES INC,Equity,0.34,Health Care,NASDAQ
TMO,THERMO FISHER SCIENTIFIC INC,Equity,0.33,Health Care,New York Stock Exchange Inc.
BKNG,BOOKING HOLDINGS INC,Equity,0.31,Consumer Discretionary,NASDAQ
LOW,LOWES COMPANIES INC,Equity,0.31,Consumer Discretionary,New York Stock Exchange Inc.
COP,CONOCOPHILLIPS,Equity,0.31,Energy,New York Stock Exchange Inc.
CAT,CATERPILLAR INC,Equity,0.3,Industrials,New York Stock Exchange Inc.
LMT,LOCKHEED MARTIN CORP,Equity,0.29,Industrials,New York Stock Exchange Inc.
SLB,SCHLUMBERGER NV,Equity,0.29,Energy,New York Stock Exchange Inc.
USB,US BANCORP,Equity,0.27,Financials,New York Stock Exchange Inc.
UPS,UNITED PARCEL SERVICE INC CLASS B,Equity,0.27,Industrials,New York Stock Exchange Inc.
CVS,CVS HEALTH CORP,Equity,0.27,Health Care,New York Stock Exchange Inc.
GS,GOLDMAN SACHS GROUP INC,Equity,0.27,Financials,New York Stock Exchange Inc.
NEE,NEXTERA ENERGY INC,Equity,0.27,Utilities,New York Stock Exchange Inc.
AXP,AMERICAN EXPRESS,Equity,0.26,Financials,New York Stock Exchange Inc.
EOG,EOG RESOURCES INC,Equity,0.25,Energy,New York Stock Exchange Inc.
SBUX,STARBUCKS CORP,Equity,0.25,Consumer Discretionary,NASDAQ
ANTM,ANTHEM INC,Equity,0.24,Health Care,New York Stock Exchange Inc.
BDX,BECTON DICKINSON,Equity,0.23,Health Care,New York Stock Exchange Inc.
BIIB,BIOGEN INC INC,Equity,0.23,Health Care,NASDAQ
TJX,TJX INC,Equity,0.23,Consumer Discretionary,New York Stock Exchange Inc.
DHR,DANAHER CORP,Equity,0.23,Health Care,New York Stock Exchange Inc.
ADP,AUTOMATIC DATA PROCESSING INC,Equity,0.22,Information Technology,NASDAQ
AGN,ALLERGAN,Equity,0.22,Health Care,New York Stock Exchange Inc.
AET,AETNA INC,Equity,0.22,Health Care,New York Stock Exchange Inc.
CELG,CELGENE CORP,Equity,0.22,Health Care,NASDAQ
ISRG,INTUITIVE SURGICAL INC,Equity,0.22,Health Care,NASDAQ
OXY,OCCIDENTAL PETROLEUM CORP,Equity,0.21,Energy,New York Stock Exchange Inc.
PNC,PNC FINANCIAL SERVICES GROUP INC,Equity,0.21,Financials,New York Stock Exchange Inc.
AMT,AMERICAN TOWER REIT CORP,Equity,0.21,Real Estate,New York Stock Exchange Inc.
ATVI,ACTIVISION BLIZZARD INC,Equity,0.21,Communication,NASDAQ
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Equity,0.21,Consumer Staples,NASDAQ
WBA,WALGREEN BOOTS ALLIANCE INC,Equity,0.21,Consumer Staples,NASDAQ
CB,CHUBB LTD,Equity,0.21,Financials,New York Stock Exchange Inc.
CSX,CSX CORP,Equity,0.2,Industrials,NASDAQ
SYK,STRYKER CORP,Equity,0.2,Health Care,New York Stock Exchange Inc.
SCHW,CHARLES SCHWAB CORP,Equity,0.2,Financials,New York Stock Exchange Inc.
RTN,RAYTHEON,Equity,0.2,Industrials,New York Stock Exchange Inc.
CME,CME GROUP INC CLASS A,Equity,0.2,Financials,NASDAQ
FDX,FEDEX CORP,Equity,0.2,Industrials,New York Stock Exchange Inc.
BLK,BLACKROCK INC,Equity,0.2,Financials,New York Stock Exchange Inc.
CL,COLGATE-PALMOLIVE,Equity,0.19,Consumer Staples,New York Stock Exchange Inc.
MS,MORGAN STANLEY,Equity,0.19,Financials,New York Stock Exchange Inc.
DUK,DUKE ENERGY CORP,Equity,0.19,Utilities,New York Stock Exchange Inc.
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Equity,0.19,Communication,NASDAQ
INTU,INTUIT INC,Equity,0.19,Information Technology,NASDAQ
SPG,SIMON PROPERTY GROUP REIT INC,Equity,0.18,Real Estate,New York Stock Exchange Inc.
BSX,BOSTON SCIENTIFIC CORP,Equity,0.18,Health Care,New York Stock Exchange Inc.
ESRX,EXPRESS SCRIPTS HOLDING,Equity,0.18,Health Care,NASDAQ
ILMN,ILLUMINA INC,Equity,0.18,Health Care,NASDAQ
GD,GENERAL DYNAMICS CORP,Equity,0.18,Industrials,New York Stock Exchange Inc.
MU,MICRON TECHNOLOGY INC,Equity,0.18,Information Technology,NASDAQ
NOC,NORTHROP GRUMMAN CORP,Equity,0.17,Industrials,New York Stock Exchange Inc.
NSC,NORFOLK SOUTHERN CORP,Equity,0.17,Industrials,New York Stock Exchange Inc.
DE,DEERE,Equity,0.17,Industrials,New York Stock Exchange Inc.
VLO,VALERO ENERGY CORP,Equity,0.17,Energy,New York Stock Exchange Inc.
CI,CIGNA CORP,Equity,0.17,Health Care,New York Stock Exchange Inc.
SPGI,S&P GLOBAL INC,Equity,0.17,Financials,New York Stock Exchange Inc.
VRTX,VERTEX PHARMACEUTICALS INC,Equity,0.16,Health Care,NASDAQ
EMR,EMERSON ELECTRIC,Equity,0.16,Industrials,New York Stock Exchange Inc.
PX,PRAXAIR INC,Equity,0.16,Materials,New York Stock Exchange Inc.
FOXA,TWENTY FIRST CENTURY FOX INC CLASS,Equity,0.16,Communication,NASDAQ
ITW,ILLINOIS TOOL INC,Equity,0.16,Industrials,New York Stock Exchange Inc.
PSX,PHILLIPS,Equity,0.16,Energy,New York Stock Exchange Inc.
BK,BANK OF NEW YORK MELLON CORP,Equity,0.16,Financials,New York Stock Exchange Inc.
AIG,AMERICAN INTERNATIONAL GROUP INC,Equity,0.16,Financials,New York Stock Exchange Inc.
TGT,TARGET CORP,Equity,0.16,Consumer Discretionary,New York Stock Exchange Inc.
HUM,HUMANA INC,Equity,0.16,Health Care,New York Stock Exchange Inc.
D,DOMINION ENERGY INC,Equity,0.15,Utilities,New York Stock Exchange Inc.
COF,CAPITAL ONE FINANCIAL CORP,Equity,0.15,Financials,New York Stock Exchange Inc.
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Equity,0.15,Information Technology,NASDAQ
CCI,CROWN CASTLE INTERNATIONAL REIT CO,Equity,0.15,Real Estate,New York Stock Exchange Inc.
ZTS,ZOETIS INC CLASS A,Equity,0.15,Health Care,New York Stock Exchange Inc.
SO,SOUTHERN,Equity,0.15,Utilities,New York Stock Exchange Inc.
GM,GENERAL MOTORS,Equity,0.15,Consumer Discretionary,New York Stock Exchange Inc.
ICE,INTERCONTINENTAL EXCHANGE INC,Equity,0.14,Financials,New York Stock Exchange Inc.
PRU,PRUDENTIAL FINANCIAL INC,Equity,0.14,Financials,New York Stock Exchange Inc.
EXC,EXELON CORP,Equity,0.14,Utilities,New York Stock Exchange Inc.
MMC,MARSH & MCLENNAN INC,Equity,0.14,Financials,New York Stock Exchange Inc.
HPQ,HP INC,Equity,0.14,Information Technology,New York Stock Exchange Inc.
PLD,PROLOGIS REIT INC,Equity,0.14,Real Estate,New York Stock Exchange Inc.
PGR,PROGRESSIVE CORP,Equity,0.14,Financials,New York Stock Exchange Inc.
TSLA,TESLA INC,Equity,0.14,Consumer Discretionary,NASDAQ
ECL,ECOLAB INC,Equity,0.13,Materials,New York Stock Exchange Inc.
KMB,KIMBERLY CLARK CORP,Equity,0.13,Consumer Staples,New York Stock Exchange Inc.
AMAT,APPLIED MATERIAL INC,Equity,0.13,Information Technology,NASDAQ
MET,METLIFE INC,Equity,0.13,Financials,New York Stock Exchange Inc.
WM,WASTE MANAGEMENT INC,Equity,0.13,Industrials,New York Stock Exchange Inc.
BAX,BAXTER INTERNATIONAL INC,Equity,0.13,Health Care,New York Stock Exchange Inc.
ETN,EATON PLC,Equity,0.13,Industrials,New York Stock Exchange Inc.
HCA,HCA HEALTHCARE INC,Equity,0.13,Health Care,New York Stock Exchange Inc.
AON,AON PLC CLASS A,Equity,0.13,Financials,New York Stock Exchange Inc.
SHW,SHERWIN WILLIAMS,Equity,0.13,Materials,New York Stock Exchange Inc.
BBT,BB AND T CORP,Equity,0.13,Financials,New York Stock Exchange Inc.
MPC,MARATHON PETROLEUM CORP,Equity,0.13,Energy,New York Stock Exchange Inc.
APD,AIR PRODUCTS AND CHEMICALS INC,Equity,0.13,Materials,New York Stock Exchange Inc.
HAL,HALLIBURTON,Equity,0.12,Energy,New York Stock Exchange Inc.
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Equity,0.12,Consumer Discretionary,NASDAQ
AFL,AFLAC INC,Equity,0.12,Financials,New York Stock Exchange Inc.
F,F MOTOR,Equity,0.12,Consumer Discretionary,New York Stock Exchange Inc.
ROST,ROSS STORES INC,Equity,0.12,Consumer Discretionary,NASDAQ
FIS,FIDELITY NATIONAL INFORMATION SERV,Equity,0.12,Information Technology,New York Stock Exchange Inc.
AEP,AMERICAN ELECTRIC POWER INC,Equity,0.12,Utilities,New York Stock Exchange Inc.
EA,ELECTRONIC ARTS INC,Equity,0.12,Communication,NASDAQ
DAL,DELTA AIR LINES INC,Equity,0.12,Industrials,New York Stock Exchange Inc.
APC,ANADARKO PETROLEUM CORP,Equity,0.12,Energy,New York Stock Exchange Inc.
TRV,TRAVELERS COMPANIES INC,Equity,0.12,Financials,New York Stock Exchange Inc.
SYY,SYSCO CORP,Equity,0.12,Consumer Staples,New York Stock Exchange Inc.
ALL,ALLSTATE CORP,Equity,0.12,Financials,New York Stock Exchange Inc.
KMI,KINDER MORGAN INC,Equity,0.11,Energy,New York Stock Exchange Inc.
EQIX,EQUINIX REIT INC,Equity,0.11,Real Estate,NASDAQ
EW,EDWARDS LIFESCIENCES CORP,Equity,0.11,Health Care,New York Stock Exchange Inc.
ADI,ANALOG DEVICES INC,Equity,0.11,Information Technology,NASDAQ
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Equity,0.11,Materials,New York Stock Exchange Inc.
WMB,WILLIAMS INC,Equity,0.11,Energy,New York Stock Exchange Inc.
ADSK,AUTODESK INC,Equity,0.11,Information Technology,NASDAQ
NOW,SERVICENOW INC,Equity,0.11,Information Technology,New York Stock Exchange Inc.
KHC,KRAFT HEINZ,Equity,0.11,Consumer Staples,NASDAQ
STZ,CONSTELLATION BRANDS INC CLASS A,Equity,0.11,Consumer Staples,New York Stock Exchange Inc.
FISV,FISERV INC,Equity,0.11,Information Technology,NASDAQ
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Equity,0.11,Industrials,New York Stock Exchange Inc.
LUV,SOUTHWEST AIRLINES,Equity,0.11,Industrials,New York Stock Exchange Inc.
STT,STATE STREET CORP,Equity,0.11,Financials,New York Stock Exchange Inc.
REGN,REGENERON PHARMACEUTICALS INC,Equity,0.11,Health Care,NASDAQ
SRE,SEMPRA ENERGY,Equity,0.11,Utilities,New York Stock Exchange Inc.
EL,ESTEE LAUDER INC CLASS A,Equity,0.11,Consumer Staples,New York Stock Exchange Inc.
STI,SUNTRUST BANKS INC,Equity,0.1,Financials,New York Stock Exchange Inc.
EBAY,EBAY INC,Equity,0.1,Consumer Discretionary,NASDAQ
ROP,ROPER TECHNOLOGIES INC,Equity,0.1,Industrials,New York Stock Exchange Inc.
PXD,PIONEER NATURAL RESOURCE,Equity,0.1,Energy,New York Stock Exchange Inc.
VFC,VF CORP,Equity,0.1,Consumer Discretionary,New York Stock Exchange Inc.
WP,WORLDPAY INC CLASS A,Equity,0.1,Information Technology,New York Stock Exchange Inc.
BLKFDS,BLK CSH FND TREASURY SL AGENCY,Money Market,0.1,Cash and/or Derivatives,--
CXO,CONCHO RESOURCES INC,Equity,0.1,Energy,New York Stock Exchange Inc.
ALGN,ALIGN TECHNOLOGY INC,Equity,0.1,Health Care,NASDAQ
PSA,PUBLIC STORAGE REIT,Equity,0.1,Real Estate,New York Stock Exchange Inc.
CNC,CENTENE CORP,Equity,0.1,Health Care,New York Stock Exchange Inc.
NXPI,NXP SEMICONDUCTORS NV,Equity,0.1,Information Technology,NASDAQ
ALXN,ALEXION PHARMACEUTICALS INC,Equity,0.1,Health Care,NASDAQ
DG,DOLLAR GENERAL CORP,Equity,0.1,Consumer Discretionary,New York Stock Exchange Inc.
YUM,YUM BRANDS INC,Equity,0.1,Consumer Discretionary,New York Stock Exchange Inc.
GLW,CORNING INC,Equity,0.1,Information Technology,New York Stock Exchange Inc.
ADM,ARCHER DANIELS MIDLAND,Equity,0.09,Consumer Staples,New York Stock Exchange Inc.
SQ,SQUARE INC CLASS A,Equity,0.09,Information Technology,New York Stock Exchange Inc.
MCO,MOODYS CORP,Equity,0.09,Financials,New York Stock Exchange Inc.
OKE,ONEOK INC,Equity,0.09,Energy,New York Stock Exchange Inc.
APH,AMPHENOL CORP CLASS A,Equity,0.09,Information Technology,New York Stock Exchange Inc.
ORLY,OREILLY AUTOMOTIVE INC,Equity,0.09,Consumer Discretionary,NASDAQ
PPG,PPG INDUSTRIES INC,Equity,0.09,Materials,New York Stock Exchange Inc.
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Equity,0.09,Utilities,New York Stock Exchange Inc.
DFS,DISCOVER FINANCIAL SERVICES,Equity,0.09,Financials,New York Stock Exchange Inc.
MCK,MCKESSON CORP,Equity,0.09,Health Care,New York Stock Exchange Inc.
ZBH,ZIMMER BIOMET HOLDINGS INC,Equity,0.09,Health Care,New York Stock Exchange Inc.
AMD,ADVANCED MICRO DEVICES INC,Equity,0.09,Information Technology,NASDAQ
DXC,DXC TECHNOLOGY,Equity,0.09,Information Technology,New York Stock Exchange Inc.
TROW,T ROWE PRICE GROUP INC,Equity,0.09,Financials,NASDAQ
FTV,FORTIVE CORP,Equity,0.09,Industrials,New York Stock Exchange Inc.
GIS,GENERAL MILLS INC,Equity,0.09,Consumer Staples,New York Stock Exchange Inc.
CCL,CARNIVAL CORP,Equity,0.09,Consumer Discretionary,New York Stock Exchange Inc.
IR,INGERSOLL RAND PLC,Equity,0.09,Industrials,New York Stock Exchange Inc.
HPE,HEWLETT PACKARD ENTERPRISE,Equity,0.08,Information Technology,New York Stock Exchange Inc.
AVB,AVALONBAY COMMUNITIES REIT INC,Equity,0.08,Real Estate,New York Stock Exchange Inc.
PCG,PG&E CORP,Equity,0.08,Utilities,New York Stock Exchange Inc.
PH,PARKER-HANNIFIN CORP,Equity,0.08,Industrials,New York Stock Exchange Inc.
XEL,XCEL ENERGY INC,Equity,0.08,Utilities,NASDAQ
WY,WEYERHAEUSER REIT,Equity,0.08,Real Estate,New York Stock Exchange Inc.
PAYX,PAYCHEX INC,Equity,0.08,Information Technology,NASDAQ
ED,CONSOLIDATED EDISON INC,Equity,0.08,Utilities,New York Stock Exchange Inc.
PCAR,PACCAR INC,Equity,0.08,Industrials,NASDAQ
EQR,EQUITY RESIDENTIAL REIT,Equity,0.08,Real Estate,New York Stock Exchange Inc.
MTB,M&T BANK CORP,Equity,0.08,Financials,New York Stock Exchange Inc.
LRCX,LAM RESEARCH CORP,Equity,0.08,Information Technology,NASDAQ
WELL,WELLTOWER INC,Equity,0.08,Real Estate,New York Stock Exchange Inc.
ROK,ROCKWELL AUTOMATION INC,Equity,0.08,Industrials,New York Stock Exchange Inc.
SYF,SYNCHRONY FINANCIAL,Equity,0.08,Financials,New York Stock Exchange Inc.
COL,ROCKWELL COLLINS INC,Equity,0.08,Industrials,New York Stock Exchange Inc.
KR,KROGER,Equity,0.08,Consumer Staples,New York Stock Exchange Inc.
A,AGILENT TECHNOLOGIES INC,Equity,0.08,Health Care,New York Stock Exchange Inc.
RHT,RED HAT INC,Equity,0.08,Information Technology,New York Stock Exchange Inc.
MNST,MONSTER BEVERAGE CORP,Equity,0.08,Consumer Staples,NASDAQ
DLR,DIGITAL REALTY TRUST REIT INC TRUS,Equity,0.08,Real Estate,New York Stock Exchange Inc.
CMI,CUMMINS INC,Equity,0.08,Industrials,New York Stock Exchange Inc.
SWK,STANLEY BLACK & DECKER INC,Equity,0.08,Industrials,New York Stock Exchange Inc.
FOX,TWENTY-FIRST CENTURY FOX INC CLASS,Equity,0.08,Communication,NASDAQ
NTAP,NETAPP INC,Equity,0.08,Information Technology,NASDAQ
APTV,APTIV PLC,Equity,0.08,Consumer Discretionary,New York Stock Exchange Inc.
NTRS,NORTHERN TRUST CORP TRUST,Equity,0.07,Financials,NASDAQ
EIX,EDISON INTERNATIONAL,Equity,0.07,Utilities,New York Stock Exchange Inc.
ANDV,ANDEAVOR,Equity,0.07,Energy,New York Stock Exchange Inc.
HLT,HILTON WORLDWIDE HOLDINGS INC,Equity,0.07,Consumer Discretionary,New York Stock Exchange Inc.
WEC,WEC ENERGY GROUP INC,Equity,0.07,Utilities,New York Stock Exchange Inc.
TMUS,T MOBILE US INC,Equity,0.07,Communication,NASDAQ
RCL,ROYAL CARIBBEAN CRUISES LTD,Equity,0.07,Consumer Discretionary,New York Stock Exchange Inc.
UAL,UNITED CONTINENTAL HOLDINGS INC,Equity,0.07,Industrials,NASDAQ
IQV,IQVIA HOLDINGS INC,Equity,0.07,Health Care,New York Stock Exchange Inc.
LVS,LAS VEGAS SANDS CORP,Equity,0.07,Consumer Discretionary,New York Stock Exchange Inc.
AMP,AMERIPRISE FINANCE INC,Equity,0.07,Financials,New York Stock Exchange Inc.
IDXX,IDEXX LABORATORIES INC,Equity,0.07,Health Care,NASDAQ
CTL,CENTURYLINK INC,Equity,0.07,Communication,New York Stock Exchange Inc.
KEY,KEYCORP,Equity,0.07,Financials,New York Stock Exchange Inc.
PPL,PPL CORP,Equity,0.07,Utilities,New York Stock Exchange Inc.
NUE,NUCOR CORP,Equity,0.07,Materials,New York Stock Exchange Inc.
WDAY,WORKDAY INC CLASS A,Equity,0.07,Information Technology,NASDAQ
INFO,IHS MARKIT LTD,Equity,0.07,Industrials,NASDAQ
MSI,MOTOROLA SOLUTIONS INC,Equity,0.07,Information Technology,New York Stock Exchange Inc.
IP,INTERNATIONAL PAPER,Equity,0.07,Materials,New York Stock Exchange Inc.
XLNX,XILINX INC,Equity,0.07,Information Technology,NASDAQ
CERN,CERNER CORP,Equity,0.07,Health Care,NASDAQ
DVN,DEVON ENERGY CORP,Equity,0.07,Energy,New York Stock Exchange Inc.
FCX,FREEPORT MCMORAN INC,Equity,0.07,Materials,New York Stock Exchange Inc.
HRS,HARRIS CORP,Equity,0.07,Industrials,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.07,Consumer Discretionary,New York Stock Exchange Inc.
MRO,MARATHON OIL CORP,Equity,0.07,Energy,New York Stock Exchange Inc.
RF,REGIONS FINANCIAL CORP,Equity,0.07,Financials,New York Stock Exchange Inc.
DTE,DTE ENERGY,Equity,0.07,Utilities,New York Stock Exchange Inc.
GPN,GLOBAL PAYMENTS INC,Equity,0.07,Information Technology,New York Stock Exchange Inc.
TWTR,TWITTER INC,Equity,0.07,Communication,New York Stock Exchange Inc.
PANW,PALO ALTO NETWORKS INC,Equity,0.07,Information Technology,New York Stock Exchange Inc.
ES,EVERSOURCE ENERGY,Equity,0.07,Utilities,New York Stock Exchange Inc.
FLT,FLEETCOR TECHNOLOGIES INC,Equity,0.07,Information Technology,New York Stock Exchange Inc.
CLX,CLOROX,Equity,0.07,Consumer Staples,New York Stock Exchange Inc.
HES,HESS CORP,Equity,0.07,Energy,New York Stock Exchange Inc.
VRSK,VERISK ANALYTICS INC,Equity,0.06,Industrials,NASDAQ
DVMT,DELL TECHNOLOGIES CLASS V INC,Equity,0.06,Information Technology,New York Stock Exchange Inc.
DLTR,DOLLAR TREE INC,Equity,0.06,Consumer Discretionary,NASDAQ
VTR,VENTAS REIT INC,Equity,0.06,Real Estate,New York Stock Exchange Inc.
MYL,MYLAN NV,Equity,0.06,Health Care,NASDAQ
CBS,CBS CORP CLASS B,Equity,0.06,Communication,New York Stock Exchange Inc.
WLTW,WILLIS TOWERS WATSON PLC,Equity,0.06,Financials,NASDAQ
FITB,FIFTH THIRD BANCORP,Equity,0.06,Financials,NASDAQ
APA,APACHE CORP,Equity,0.06,Energy,New York Stock Exchange Inc.
BXP,BOSTON PROPERTIES REIT INC,Equity,0.06,Real Estate,New York Stock Exchange Inc.
ABMD,ABIOMED INC,Equity,0.06,Health Care,NASDAQ
FE,FIRSTENERGY CORP,Equity,0.06,Utilities,New York Stock Exchange Inc.
BBY,BEST BUY INC,Equity,0.06,Consumer Discretionary,New York Stock Exchange Inc.
AME,AMETEK INC,Equity,0.06,Industrials,New York Stock Exchange Inc.
CFG,CITIZENS FINANCIAL GROUP INC,Equity,0.06,Financials,New York Stock Exchange Inc.
TDG,TRANSDIGM GROUP INC,Equity,0.06,Industrials,New York Stock Exchange Inc.
TXT,TEXTRON INC,Equity,0.06,Industrials,New York Stock Exchange Inc.
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Equity,0.06,Real Estate,NASDAQ
LH,LABORATORY CORPORATION OF AMERICA,Equity,0.06,Health Care,New York Stock Exchange Inc.
HIG,HARTFORD FINANCIAL SERVICES GROUP,Equity,0.06,Financials,New York Stock Exchange Inc.
MCHP,MICROCHIP TECHNOLOGY INC,Equity,0.06,Information Technology,NASDAQ
TSS,TOTAL SYSTEM SERVICES INC,Equity,0.06,Information Technology,New York Stock Exchange Inc.
K,KELLOGG,Equity,0.06,Consumer Staples,New York Stock Exchange Inc.
BMRN,BIOMARIN PHARMACEUTICAL INC,Equity,0.06,Health Care,NASDAQ
WDC,WESTERN DIGITAL CORP,Equity,0.06,Information Technology,NASDAQ
CTAS,CINTAS CORP,Equity,0.06,Industrials,NASDAQ
TSN,TYSON FOODS INC CLASS A,Equity,0.06,Consumer Staples,New York Stock Exchange Inc.
NOV,NATIONAL OILWELL VARCO INC,Equity,0.06,Energy,New York Stock Exchange Inc.
NEM,NEWMONT MINING CORP,Equity,0.06,Materials,New York Stock Exchange Inc.
CAH,CARDINAL HEALTH INC,Equity,0.06,Health Care,New York Stock Exchange Inc.
FAST,FASTENAL,Equity,0.06,Industrials,NASDAQ
USD,USD CASH,Cash,0.06,Cash and/or Derivatives,--
PFG,PRINCIPAL FINANCIAL GROUP INC,Equity,0.06,Financials,NASDAQ
VRSN,VERISIGN INC,Equity,0.06,Information Technology,NASDAQ
SWKS,SKYWORKS SOLUTIONS INC,Equity,0.06,Information Technology,NASDAQ
O,REALTY INCOME REIT CORP,Equity,0.06,Real Estate,New York Stock Exchange Inc.
LLL,L3 TECHNOLOGIES INC,Equity,0.06,Industrials,New York Stock Exchange Inc.
SPLK,SPLUNK INC,Equity,0.05,Information Technology,NASDAQ
HBAN,HUNTINGTON BANCSHARES INC,Equity,0.05,Financials,NASDAQ
MKC,MCCORMICK & CO NON-VOTING INC,Equity,0.05,Consumer Staples,New York Stock Exchange Inc.
SIVB,SVB FINANCIAL GROUP,Equity,0.05,Financials,NASDAQ
MKL,MARKEL CORP,Equity,0.05,Financials,New York Stock Exchange Inc.
RMD,RESMED INC,Equity,0.05,Health Care,New York Stock Exchange Inc.
