Symbol,Name,Exchange,Industry,"SIC Description"
IBKR,"Interactive Brokers",NASDAQ,"Finance - Investment Brokers","SIC-6211 Security Brokers, Dealers & Flotation Compan"
IBM,"International Business Machines",NYSE,"Computer - Integrated Systems","SIC-3570 Computer & Office Equipment"
IBOC,"Intl Bancshares",NASDAQ,"Banks - Southwest","SIC-6022 State Commercial Banks"
IBP,"Installed Building Products",NYSE,"Building & Construction - Misc","SIC-1520 General Bldg Contractors - Residential Bldgs"
IBRX,"Immunitybio Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
IBTA,"Ibotta Inc Cl A",NYSE,"Technology Services","SIC-7310 Services-Advertising"
IBTX,"Independent Bank Group",NASDAQ,"Banks - Southeast","SIC-6022 State Commercial Banks"
ICE,"Intercontinental Exchange",NYSE,"Securities Exchanges","SIC-6200 Security & Commodity Brokers, Dealers, Excha"
ICFI,"Icf International",NASDAQ,"Government Services","SIC-8742 Services-Management Consulting Services"
ICHR,"Ichor Holdings Ltd",NASDAQ,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices"
ICUI,"I C U Medical Inc",NASDAQ,"Medical Products","SIC-3841 Surgical & Medical Instruments & Apparatus"
IDA,"Idacorp Inc",NYSE,"Utility - Electric Power","SIC-4911 Electric Services"
IDCC,"Interdigital Inc",NASDAQ,"Wireless Equipment","SIC-6794 Patent Owners & Lessors"
IDT,"IDT Corp",NYSE,"Diversified Comm Services","SIC-4813 Telephone Communications (No Radiotelephone)"
IDXX,"Idexx Laboratories",NASDAQ,"Medical Instruments","SIC-2835 In Vitro & In Vivo Diagnostic Substances"
IDYA,"Ideaya Biosciences Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
IE,"Ivanhoe Electric Inc","NYSE Arca","Technology Services","SIC-1000 Metal Mining"
IESC,"Ies Holdings",NASDAQ,"Electronic Misc Services","SIC-1731 Electrical Work"
IEX,"Idex Corp",NYSE,"Machinery - General Industrial","SIC-3561 Pumps & Pumping Equipment"
IFF,"International Flavors & Fragrances",NYSE,"Consumer Prdts - Misc Staple","SIC-2860 Industrial Organic Chemicals"
IGMS,"Igm Biosciences Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
IGT,"International Game Technology",NYSE,Gaming,"SIC-7990 Services-Miscellaneous Amusement & Recreatio"
IHRT,"Iheartmedia Inc",NASDAQ,"Broadcast - Radio & TV","SIC-4832 Radio Broadcasting Stations"
IIIN,"Insteel Industries",NYSE,"Wire & Cable Products","SIC-3310 Steel Works, Blast Furnaces & Rolling & Fini"
IIIV,"I3 Verticals Inc Cl A",NASDAQ,"Internet - Software","SIC-7389 Services-Business Services, NEC"
IIPR,"Innovative Industrial Properties",NYSE,"REIT - Equity Trust Other","SIC-6500 Real Estate"
ILMN,"Illumina Inc",NASDAQ,"Medical - Biomedical","SIC-3826 Laboratory Analytical Instruments"
IMAX,"Imax Corp",NYSE,"Movie & TV Production & Dist","SIC-3861 Photographic Equipment & Supplies"
IMKTA,"Ingles Markets Inc",NASDAQ,"Retail - Supermarket","SIC-5411 Retail-Grocery Stores"
IMMR,"Immersion Corp",NASDAQ,"Computers - Peripheral Equpt","SIC-3577 Computer Peripheral Equipment, NEC"
IMNM,"Immunome Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
IMVT,"Immunovant Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
IMXI,"International Money Express Inc",NASDAQ,"Financial Transaction Services","SIC-7389 Services-Business Services, NEC"
INBX,"Inhibrx Biosciences Inc",NASDAQ,"Medical - Biomedical",
INCY,"Incyte Corp",NASDAQ,"Medical - Biomedical","SIC-8731 Services-Commercial Physical & Biological Re"
INDB,"Independent Bk Corp",NASDAQ,"Banks - Northeast","SIC-6022 State Commercial Banks"
INDI,"Indie Semiconductor Cl A",NASDAQ,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices"
INFA,"Informatica Inc Cl A",NYSE,"Internet - Software","SIC-7372 Services-Prepackaged Software"
INFN,"Infinera Corp",NASDAQ,"Computer - Networks","SIC-3661 Telephone & Telegraph Apparatus"
INGN,"Inogen Inc",NASDAQ,"Medical Instruments","SIC-3842 Orthopedic, Prosthetic & Surgical Appliances"
INGR,"Ingredion Inc",NYSE,"Food - Misc & Diversified","SIC-2040 Grain Mill Products"
INMD,"Inmode Ltd",NASDAQ,"Medical Products","SIC-3845 Electromedical & Electrotherapeutic Apparatu"
INN,"Summit Hotel Properties",NYSE,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
INO,"Inovio Pharma",NASDAQ,"Medical - Biomedical","SIC-3841 Surgical & Medical Instruments & Apparatus"
INOD,"Innodata Inc",NASDAQ,"Computer - Services","SIC-7374 Services-Computer Processing & Data Preparat"
INSE,"Inspired Entertainment Inc",NASDAQ,"Technology Services","SIC-7372 Services-Prepackaged Software"
INSM,"Insmed Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
INSP,"Inspire Medical Systems Inc",NYSE,"Medical Information Systems","SIC-3841 Surgical & Medical Instruments & Apparatus"
INST,"Instructure Holdings Inc",NYSE,"Technology Services","SIC-7372 Services-Prepackaged Software"
INSW,"International Seaways Inc",NYSE,"Transportation - Ship","SIC-4400 Water Transportation"
INTA,"Intapp Inc",NASDAQ,"Internet - Software","SIC-7372 Services-Prepackaged Software"
INTC,"Intel Corp",NASDAQ,"Semi General","SIC-3674 Semiconductors & Related Devices"
INTU,"Intuit Inc",NASDAQ,"Computer - Software","SIC-7372 Services-Prepackaged Software"
INVA,"Innoviva Inc",NASDAQ,"Large Cap Pharma","SIC-2834 Pharmaceutical Preparations"
INVH,"Invitation Homes Inc",NYSE,"REIT - Equity Trust Resident","SIC-6510 Real Estate Operators (No Developers) & Less"
INZY,"Inozyme Pharma Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
IONQ,"Ionq Inc",NYSE,"Computer - Integrated Systems","SIC-7373 Services-Computer Integrated Systems Design"
IONS,"Ionis Pharmaceuticals",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
IOSP,"Innospec Inc",NASDAQ,"Chemical - Diversified","SIC-2800 Chemicals & Allied Products"
IOVA,"Iovance Biotherapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
IP,"International Paper Company",NYSE,"Paper & Related Products","SIC-2621 Paper Mills"
IPAR,"Inter Parfums Inc",NASDAQ,"Cosmetics & Toiletries","SIC-2844 Perfumes, Cosmetics & Other Toilet Preparati"
IPG,"Interpublic Group of Companies",NYSE,"Advertising Marketing Services","SIC-7311 Services-Advertising Agencies"
IPGP,"Ipg Photonics Corp",NASDAQ,"Lasers - Systems & Components","SIC-3674 Semiconductors & Related Devices"
IPI,"Intrepid Potash Inc",NYSE,Fertilizers,"SIC-1400 Mining & Quarrying of Nonmetallic Minerals"
IPSC,"Century Therapeutics Inc",NASDAQ,"Medical - Drugs","SIC-2836 Biological Products, (No Disgnostic Substanc"
IQV,"Iqvia Holdings Inc",NYSE,"Medical Instruments","SIC-8731 Services-Commercial Physical & Biological Re"
IR,"Ingersoll Rand Inc",NYSE,"Machinery - General Industrial","SIC-3560 General Industrial Machinery & Equipment"
IRBT,"Irobot Corp",NASDAQ,"Industrial Robotics","SIC-3630 Household Appliances"
IRDM,"Iridium Comm Inc",NASDAQ,"Satellite Communication","SIC-3669 Communications Equipment, NEC"
IRM,"Iron Mountain Inc",NYSE,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
IRMD,"Iradimed Corp",NASDAQ,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus"
IRON,"Disc Medicine Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
IRT,"Independence Realty Trust Inc",NYSE,"REIT - Equity Trust Resident","SIC-6798 Real Estate Investment Trusts"
IRTC,"Irhythm Technologies Inc",NASDAQ,"Medical Information Systems","SIC-3841 Surgical & Medical Instruments & Apparatus"
IRWD,"Ironwood Pharmaceuti",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
ISRG,"Intuitive Surg Inc",NASDAQ,"Medical Instruments","SIC-3842 Orthopedic, Prosthetic & Surgical Appliances"
IT,"Gartner Inc",NYSE,Consulting,"SIC-8741 Services-Management Services"
ITCI,"Intra-Cellular Ther",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
ITGR,"Integer Holdings Corp",NYSE,"Medical Instruments","SIC-3845 Electromedical & Electrotherapeutic Apparatu"
ITOS,"Iteos Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
ITRI,"Itron Inc",NASDAQ,"Electronic Test Equipment","SIC-3825 Instruments For Meas & Testing of Electricit"
ITT,"ITT Inc",NYSE,"Conglomerates - Div Operations","SIC-3561 Pumps & Pumping Equipment"
ITW,"Illinois Tool Works Inc",NYSE,"Machinery - General Industrial","SIC-3560 General Industrial Machinery & Equipment"
IVR,"Invesco Mortgage Capital Inc",NYSE,"REIT - Mortgage Trusts","SIC-6798 Real Estate Investment Trusts"
IVT,"Inventrust Pptys Corp",NYSE,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
IVZ,"Invesco Plc",NYSE,"Finance - Investment Mgmt","SIC-6282 Investment Advice"
J,"Jacobs Engineering Group Inc",NYSE,"Technology Services","SIC-1600 Heavy Construction Other Than Bldg Const - C"
JACK,"Jack IN The Box Inc",NASDAQ,"Retail - Restaurants","SIC-5812 Retail-Eating Places"
JAKK,"Jakks Pacific Inc",NASDAQ,"Toys & Game & Hobby","SIC-3944 Games, Toys & Childrens Vehicles (No Dolls)"
JAMF,"Jamf Holding Corp",NASDAQ,"Technology Services","SIC-7372 Services-Prepackaged Software"
JANX,"Janux Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
JAZZ,"Jazz Pharma Plc",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
JBGS,"Jbg Smith Properties",NYSE,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
JBHT,"J B Hunt Transport",NASDAQ,"Transportation - Truck","SIC-4213 Trucking (No Local)"
JBI,"Janus International Group Inc",NYSE,"Building & Construction - Misc","SIC-3442 Metal Doors, Sash, Frames, Moldings & Trim"
JBL,"Jabil Circuit",NYSE,"Electronic Manufacturing","SIC-3672 Printed Circuit Boards"
JBLU,"Jetblue Airways Corp",NASDAQ,"Transportation - Airline","SIC-4512 Air Transportation, Scheduled"
JBSS,"John B Sanfilippo",NASDAQ,"Food - Misc & Diversified","SIC-2060 Sugar & Confectionery Products"
JBT,"John Bean Technologies Corp",NYSE,"Machinery - Thermal Processing","SIC-3550 Special Industry Machinery (No Metalworking"
JCI,"Johnson Controls Intl",NYSE,"Protection - Safety","SIC-3585 Air-Cond & Warm Air Heatg Equip & Comm & Ind"
JEF,"Jefferies Financial Group Inc",NYSE,"Finance - Misc Services","SIC-6211 Security Brokers, Dealers & Flotation Compan"
JELD,"Jeld-Wen Holding Inc",NYSE,"Building Products - Wood","SIC-2430 Millwood, Veneer, Plywood, & Structural Wood"
JHG,"Janus Henderson Group Plc",NYSE,"Finance - Investment Mgmt","SIC-6282 Investment Advice"
JJSF,"J J Snack Foods",NASDAQ,"Food - Misc & Diversified","SIC-2052 Cookies & Crackers"
JKHY,"Jack Henry & Assoc",NASDAQ,"Electronic Misc Services","SIC-7373 Services-Computer Integrated Systems Design"
JLL,"Jones Lang Lasalle Inc",NYSE,"Real Estate Operations","SIC-6531 Real Estate Agents & Managers (For Others)"
JMSB,"John Marshall Bk Fal",NASDAQ,"Banks - Southeast","SIC-6022 State Commercial Banks"
JNJ,"Johnson & Johnson",NYSE,"Large Cap Pharma","SIC-2834 Pharmaceutical Preparations"
JNPR,"Juniper Networks",NYSE,"Wireless Equipment","SIC-3576 Computer Communications Equipment"
JOBY,"Joby Aviation Inc",NYSE,"Transportation - Airline","SIC-3721 Aircraft"
JOE,"St. Joe Company",NYSE,"Real Estate Developers","SIC-6552 Land Subdividers & Developers (No Cemeteries"
JOUT,"Johnson Outdoors",NASDAQ,"Leisure & Recreational Prdcts","SIC-3949 Sporting & Athletic Goods, NEC"
JPM,"JP Morgan Chase & Company",NYSE,"Banks - Major Regional","SIC-6021 National Commercial Banks"
JRVR,"James River Gp HD",NASDAQ,"Insurance - Multi Line","SIC-6331 Fire, Marine & Casualty Insurance"
JWN,Nordstrom,NYSE,"Retail - Apparel & Shoes","SIC-5651 Retail-Family Clothing Stores"
JXN,"Jackson Financial Inc Cl A",NYSE,"Finance - Misc Services","SIC-6311 Life Insurance"
K,Kellanova,NYSE,"Consumer Prdts - Misc Discr","SIC-2040 Grain Mill Products"
KAI,"Kadant Inc",NYSE,"Machinery - General Industrial","SIC-3550 Special Industry Machinery (No Metalworking"
KALU,"Kaiser Aluminum",NASDAQ,"Metal Production & Fabrication","SIC-3350 Rolling Drawing & Extruding of Nonferrous Me"
KALV,"Kalvista Pharmaceuticals Inc",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
KAR,"Openlane Inc",NYSE,"Auto - Truck Original Parts","SIC-5500 Retail-Auto Dealers & Gasoline Stations"
KBH,"KB Home",NYSE,"Building - Residential & Comm","SIC-1531 Operative Builders"
KBR,"KBR Inc",NYSE,"Engineering & R&D Services","SIC-1600 Heavy Construction Other Than Bldg Const - C"
KD,"Kyndryl Hldgs Inc",NYSE,"Technology Services","SIC-7373 Services-Computer Integrated Systems Design"
KDP,"Keurig Dr Pepper Inc",NASDAQ,"Beverages - Soft","SIC-2080 Beverages"
KE,"Kimball Electrnc",NASDAQ,"Electronics Products - Misc","SIC-3672 Printed Circuit Boards"
KELYA,"Kelly Svcs Cl A",NASDAQ,Staffing,"SIC-7363 Services-Help Supply Services"
KEX,"Kirby Corp",NYSE,"Transportation - Ship","SIC-4400 Water Transportation"
KEY,Keycorp,NYSE,"Banks - Major Regional","SIC-6021 National Commercial Banks"
KEYS,"Keysight Technologies Inc",NYSE,"Electronics - Measuring Inst","SIC-3823 Industrial Instruments For Measurement, Disp"
KFRC,"Kforce Inc",NYSE,Staffing,"SIC-7363 Services-Help Supply Services"
KFY,"Korn/Ferry International",NYSE,Staffing,"SIC-7361 Services-Employment Agencies"
KGS,"Kodiak Gas Services Inc",NYSE,"Oil Field Machinery & Equip","SIC-4922 Natural Gas Transmission"
KHC,"Kraft Heinz Company",NASDAQ,"Food - Misc & Diversified","SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food"
KIDS,"Orthopediatrics Corp",NASDAQ,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus"
KIM,"Kimco Realty Corp",NYSE,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts"
KIND,"Nextdoor Holdings Inc.",NYSE,"Internet - Software","SIC-7370 Services-Computer Programming, Data Processi"
KKR,"KKR & Company LP",NYSE,"Finance - Investment Mgmt","SIC-6282 Investment Advice"
KLAC,"K L A-Tencor Corp",NASDAQ,"Electronics Products - Misc","SIC-3827 Optical Instruments & Lenses"
KLG,"Wk Kellogg CO",NYSE,"Consumer Prdts - Misc Staple","SIC-2040 Grain Mill Products"
KLIC,"Kulicke and Soffa",NASDAQ,"Electrical - Manufacturing","SIC-3674 Semiconductors & Related Devices"
KMB,"Kimberly-Clark Corp",NYSE,"Consumer Prdts - Misc Staple","SIC-2670 Converted Paper & Paperboard Prods (No Conta"
KMI,"Kinder Morgan",NYSE,"Oil - Production & Pipeline","SIC-4922 Natural Gas Transmission"
KMPR,"Kemper Corp",NYSE,"Insurance - Multi Line","SIC-6331 Fire, Marine & Casualty Insurance"
KMT,"Kennametal Inc",NYSE,"Machinery - Tools & Related","SIC-3541 Machine Tools, Metal Cutting Types"
KMX,"Carmax Inc",NYSE,"Retail - Wholesale Auto Parts","SIC-5500 Retail-Auto Dealers & Gasoline Stations"
KN,"Knowles Corp",NYSE,"Communications Components","SIC-3651 Household Audio & Video Equipment"
KNF,"Knife River Holding CO",NYSE,"Building & Construction - Misc","SIC-1400 Mining & Quarrying of Nonmetallic Minerals"
KNSA,"Kiniksa Pharmaceuticals International Plc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
KNSL,"Kinsale Capital Group Inc",NYSE,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance"
KNTK,"Kinetik Holdings Inc",NYSE,"Oil - Field Services","SIC-4922 Natural Gas Transmission"
KNX,"Knight-Swift Transporation Inc",NYSE,"Transportation - Truck","SIC-4213 Trucking (No Local)"
KO,"Coca-Cola Company",NYSE,"Beverages - Soft","SIC-2080 Beverages"
KOD,"Kodiak Sciences Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
KODK,"Eastman Kodak",NYSE,"Electronics Products - Misc","SIC-3861 Photographic Equipment & Supplies"
KOP,"Koppers Holdings Inc",NYSE,"Chemical - Diversified","SIC-2400 Lumber & Wood Products (No Furniture)"
KOS,"Kosmos Energy Ltd",NYSE,"International E&P","SIC-1311 Crude Petroleum & Natural Gas"
KR,"Kroger Company",NYSE,"Retail - Supermarket","SIC-5411 Retail-Grocery Stores"
KRC,"Kilroy Realty Corp",NYSE,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
KREF,"KKR Real Estate Finance Trust Inc",NYSE,"REIT - Mortgage Trusts","SIC-6798 Real Estate Investment Trusts"
KRG,"Kite Realty Group Trust",NYSE,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts"
KRNY,"Kearny Financial",NASDAQ,"Finance - Savings & Loan","SIC-6035 Savings Institution, Federally Chartered"
KROS,"Keros Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
KRRO,"Korro Bio Inc",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
KRUS,"Kura Sushi USA Inc Cl A",NASDAQ,"Retail - Restaurants","SIC-5812 Retail-Eating Places"
KRYS,"Krystal Biotech Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
KSS,"Kohl's Corp",NYSE,"Retail - Regional Dept Stores","SIC-5311 Retail-Department Stores"
KTB,"Kontoor Brands Inc",NYSE,"Textile - Apparel","SIC-2320 Mens & Boys Furnishings, Work Clothg, & Alli"
KTOS,"Kratos Defns",NASDAQ,"Aerospace - Defense Equipment","SIC-3760 Guided Missiles & Space Vehicles & Parts"
KURA,"Kura Oncology",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
KVUE,"Kenvue Inc",NYSE,"Consumer Prdts - Misc Staple","SIC-2844 Perfumes, Cosmetics & Other Toilet Preparati"
KW,"Kennedy-Wilson Holdings Inc",NYSE,"Real Estate Operations","SIC-6500 Real Estate"
KWR,"Quaker Chemical Corp",NYSE,"Chemical - Specialty","SIC-2990 Miscellaneous Products of Petroleum & Coal"
KYMR,"Kymera Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
L,"Loews Corp",NYSE,"Insurance - Multi Line","SIC-5411 Retail-Grocery Stores"
LAB,"Standard Biotools Inc",NASDAQ,"Medical Information Systems","SIC-3826 Laboratory Analytical Instruments"
LAD,"Lithia Motors",NYSE,"Retail - Wsale Auto & Trucks","SIC-5500 Retail-Auto Dealers & Gasoline Stations"
LADR,"Ladder Capital Corp",NYSE,"REIT - Mortgage Trusts","SIC-6798 Real Estate Investment Trusts"
LAMR,"Lamar Advertis A",NASDAQ,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
LANC,"Lancaster Colony Cor",NASDAQ,"Food - Misc & Diversified","SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food"
LAND,"Gladstone Land Corp",NASDAQ,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
LASR,"Nlight Inc",NASDAQ,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices"
LAUR,"Laureate Education Inc",NASDAQ,Schools,"SIC-8200 Services-Educational Services"
LAW,"CS Disco Inc",NYSE,"Internet - Software","SIC-7372 Services-Prepackaged Software"
LAZ,"Lazard Inc",NYSE,"Finance - Misc Services","SIC-6282 Investment Advice"
LAZR,"Luminar Technologies Inc",NASDAQ,"Auto - Truck Original Parts",N/A
LBPH,"Longboard Pharmaceuticals Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
LBRDA,"Liberty Broadband Corp Sr A",NASDAQ,"Cable TV","SIC-4841 Cable & Other Pay Television Services"
LBRDK,"Liberty Broadband Corp Sr C",NASDAQ,"Cable TV","SIC-4841 Cable & Other Pay Television Services"
LBRT,"Liberty Energy Inc",NYSE,"Oil - Field Services","SIC-1389 Oil & Gas Field Services, NEC"
LBTYA,"Liberty Global Ltd Ord A",NASDAQ,"Cable TV","SIC-4841 Cable & Other Pay Television Services"
LBTYK,"Liberty Global Ltd Ord C",NASDAQ,"Broadcast - Radio & TV","SIC-4841 Cable & Other Pay Television Services"
LC,"Lendingclub Corp",NYSE,"Finance - Misc Services","SIC-6141 Personal Credit Institutions"
LCID,"Lucid Group Inc",NASDAQ,"Auto - Domestic","SIC-3711 Motor Vehicles & Passenger Car Bodies"
LCII,"Lci Industries",NYSE,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories"
LDOS,"Leidos Holdings Inc",NYSE,"Aerospace - Defense","SIC-7373 Services-Computer Integrated Systems Design"
LEA,"Lear Corp",NYSE,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories"
LECO,"Lincoln Elec Holdings",NASDAQ,"Machinery - Tools & Related","SIC-3540 Metalworking Machinery & Equipment"
LEG,"Leggett & Platt Inc",NYSE,Furniture,"SIC-2510 Household Furniture"
LEN,"Lennar Corp",NYSE,"Building - Residential & Comm","SIC-1520 General Bldg Contractors - Residential Bldgs"
LEN-B,"Lennar Corp Cl B",NYSE,"Building - Residential & Comm","SIC-1520 General Bldg Contractors - Residential Bldgs"
LENZ,"Lenz Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
LESL,"Leslie's Inc",NASDAQ,"Consumer Prdts - Misc Staple","SIC-5990 Retail-Retail Stores, NEC"
LEU,"Centrus Energy Corp","NYSE Arca","Mining - Non Ferrous","SIC-1400 Mining & Quarrying of Nonmetallic Minerals"
LFST,"Lifestance Health Group Inc",NASDAQ,"Medical - Outpatient & Hm Care","SIC-8000 Services-Health Services"
LFUS,"Littelfuse Inc",NASDAQ,"Electronics - Misc Components","SIC-3613 Switchgear & Switchboard Apparatus"
LGF-A,"Lions Gate Entertainment Corp Cl A",NYSE,"Movie & TV Production & Dist","SIC-7812 Services-Motion Picture & Video Tape Product"
LGF-B,"Lions Gate Entertainment Corp Cl B",NYSE,"Movie & TV Production & Dist","SIC-7812 Services-Motion Picture & Video Tape Product"
LGIH,"LGI Homes Inc",NASDAQ,"Real Estate Developers","SIC-1531 Operative Builders"
LGND,"Ligand Pharm",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
LH,"Laboratory Corp of America Holdings",NYSE,"Medical - Dental Suppliers","SIC-8071 Services-Medical Laboratories"
LHX,"L3Harris Technologies Inc",NYSE,"Aerospace - Defense","SIC-3812 Search, Detection, Navigation, Guidance, Aer"
LII,"Lennox International",NYSE,"Building Prdcts - Air Heating","SIC-3585 Air-Cond & Warm Air Heatg Equip & Comm & Ind"
LILA,"Liberty Latin America Cl A",NASDAQ,"Wireless National","SIC-4841 Cable & Other Pay Television Services"
LILAK,"Liberty Latin America Cl C",NASDAQ,"Wireless National","SIC-4841 Cable & Other Pay Television Services"
LIN,"Linde Plc",NASDAQ,"Chemical - Specialty","SIC-2810 Industrial Inorganic Chemicals"
LINC,"Lincoln Educational",NASDAQ,Schools,"SIC-8200 Services-Educational Services"
LIND,"Lindblad Expd Holdings",NASDAQ,"Leisure & Recreation Services","SIC-4700 Transportation Services"
LITE,"Lumentum Holdings",NASDAQ,"Lasers - Systems & Components","SIC-3669 Communications Equipment, NEC"
LIVN,"Livanova Plc OR Sh",NASDAQ,"Medical Instruments","SIC-3845 Electromedical & Electrotherapeutic Apparatu"
LKFN,"Lakeland Finl Corp",NASDAQ,"Banks - Midwest","SIC-6022 State Commercial Banks"
LKQ,"LKQ Corp",NASDAQ,"Auto - Truck Replacement Parts","SIC-5010 Wholesale-Motor Vehicles & Motor Vehicle Par"
LLY,"Eli Lilly and Company",NYSE,"Large Cap Pharma","SIC-2834 Pharmaceutical Preparations"
LLYVA,"Liberty Live Series A",NASDAQ,"Diversified Comm Services",
LLYVK,"Liberty Live Series C",NASDAQ,"Media Conglomerates",
LMAT,"Lemaitre Vascular",NASDAQ,"Medical Products","SIC-3841 Surgical & Medical Instruments & Apparatus"
LMB,"Limbach Holdings Inc",NASDAQ,"Building - Maint & Service","SIC-1700 Construction - Special Trade Contractors"
LMND,"Lemonade Inc",NYSE,"Insurance - Multi Line","SIC-6331 Fire, Marine & Casualty Insurance"
LMNR,"Limoneira Company",NASDAQ,"Agriculture Operations","SIC-0100 Agricultural Production - Crops"
LMT,"Lockheed Martin Corp",NYSE,"Aerospace - Defense","SIC-3760 Guided Missiles & Space Vehicles & Parts"
LNC,"Lincoln National Corp",NYSE,"Insurance - Life","SIC-6311 Life Insurance"
LNG,"Cheniere Energy",NYSE,"Oil - US Exploration & Product","SIC-4924 Natural Gas Distribution"
LNN,"Lindsay Corp",NYSE,"Machinery - Farm","SIC-3523 Farm Machinery & Equipment"
LNT,"Alliant Energy Corp",NASDAQ,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined"
LNTH,"Lantheus Holdings",NASDAQ,"Medical Products","SIC-2835 In Vitro & In Vivo Diagnostic Substances"
LNW,"Light & Wonder Inc",NASDAQ,Gaming,"SIC-7373 Services-Computer Integrated Systems Design"
LOAR,"Loar Holdings Inc",NYSE,"Aerospace - Defense Equipment","SIC-3728 Aircraft Parts & Auxiliary Equipment, NEC"
LOB,"Live Oak Bancsh",NYSE,"Banks - Southeast","SIC-6022 State Commercial Banks"
LOCO,"El Pollo Loco",NASDAQ,"Retail - Restaurants","SIC-5812 Retail-Eating Places"
LOPE,"Grand Canyon Educati",NASDAQ,Schools,"SIC-8200 Services-Educational Services"
LOVE,"The Lovesac Company",NASDAQ,"Retail - Home Furniture","SIC-5712 Retail-Furniture Stores"
LOW,"Lowe's Companies",NYSE,"Building Prds Retail - Wsale","SIC-5211 Retail-Lumber & Other Building Materials Dea"
LPG,"Dorian Lpg Ltd",NYSE,"Transportation - Ship","SIC-4412 Deep Sea Foreign Transportation of Freight"
LPLA,"Lpl Financial Holdings",NASDAQ,"Finance - Investment Brokers","SIC-6200 Security & Commodity Brokers, Dealers, Excha"
LPRO,"Open Lending Corp Cl A",NASDAQ,"Finance - Consumer Loans","SIC-6141 Personal Credit Institutions"
LPX,"Louisiana-Pacific Corp",NYSE,"Building Products - Wood","SIC-2400 Lumber & Wood Products (No Furniture)"
LQDA,"Liquidia Corp",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
LQDT,"Liquidity Services",NASDAQ,"Auction Valuation Services","SIC-7389 Services-Business Services, NEC"
LRCX,"Lam Research Corp",NASDAQ,"Semi-Eqpt Wafer Fabrication","SIC-3559 Special Industry Machinery, NEC"
