Symbol,Name,Exchange,Industry,"SIC Description"
SBGI,"Sinclair Inc",NASDAQ,"Media Conglomerates","SIC-4833 Television Broadcasting Stations"
SBH,"Sally Beauty Holdings",NYSE,"Retail - Misc & Diversified","SIC-5990 Retail-Retail Stores, NEC"
SBRA,"Sabra REIT",NASDAQ,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
SBSI,"Southside Bancshares",NASDAQ,"Banks - Southwest","SIC-6022 State Commercial Banks"
SBUX,"Starbucks Corp",NASDAQ,"Retail - Restaurants","SIC-5810 Retail-Eating & Drinking Places"
SCCO,"Southern Copper Corp",NYSE,"Mining - Non Ferrous","SIC-1000 Metal Mining"
SCHL,"Scholastic Corp",NASDAQ,"Publishing - Books","SIC-2731 Books: Publishing or Publishing & Printing"
SCHW,"The Charles Schwab Corp",NYSE,"Finance - Investment Brokers","SIC-6211 Security Brokers, Dealers & Flotation Compan"
SCI,"Service Corp International",NYSE,"Funeral Services & Related","SIC-7200 Services-Personal Services"
SCL,"Stepan Company",NYSE,"Chemical - Diversified","SIC-2840 Soap, Detergents, Cleaning Preparations, Per"
SCLX,"Scilex Holding Co.",NASDAQ,"Medical - Biomedical",N/A
SCPH,"SC Pharmaceuticals Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
SCS,"Steelcase Inc",NYSE,"Business Office Products","SIC-2522 Office Furniture (No Wood)"
SCSC,"Scansource Inc",NASDAQ,"Industrial Services","SIC-5045 Wholesale-Computers & Peripheral Equipment &"
SCVL,"Shoe Carnival Inc",NASDAQ,"Retail - Apparel & Shoes","SIC-5661 Retail-Shoe Stores"
SD,"Sandridge Energy Inc",NYSE,"Oil - US Integrated","SIC-1311 Crude Petroleum & Natural Gas"
SDGR,"Schrodinger Inc",NASDAQ,"Medical Information Systems","SIC-2834 Pharmaceutical Preparations"
SDRL,"Seadrill 2021 Ltd",NYSE,"Oil & Gas - Drilling","SIC-1381 Drilling Oil & Gas Wells"
SEAT,"Vivid Seats Inc Cl A",NASDAQ,"Technology Services","SIC-7990 Services-Miscellaneous Amusement & Recreatio"
SEB,"Seaboard Corp","NYSE Arca","Food - Misc & Diversified","SIC-5150 Wholesale-Farm Product Raw Materials"
SEE,"Sealed Air Corp",NYSE,"Containers - Paper Products","SIC-2820 Plastic Material, Synth Resin/Rubber, Cellul"
SEG,"Seaport Entertainment Group Inc","NYSE Arca","Real Estate Operations",N/A
SEIC,"Sei Investments Company",NASDAQ,"Finance - Investment Mgmt","SIC-6211 Security Brokers, Dealers & Flotation Compan"
SEM,"Select Medical Holdings Corp",NYSE,"Medical - HMO","SIC-8060 Services-Hospitals"
SEMR,"Semrush Holdings Inc Cl A",NYSE,"Internet - Software","SIC-7372 Services-Prepackaged Software"
SENEA,"Seneca Foods Corp A",NASDAQ,"Food - Misc & Diversified","SIC-2033 Canned, Fruits, Veg, Preserves, Jams & Jelli"
SES,"Ses Ai Corp",NYSE,"Electronics Products - Misc",N/A
SF,"Stifel Financial Corp",NYSE,"Finance - Investment Brokers","SIC-6211 Security Brokers, Dealers & Flotation Compan"
SFBS,"Servisfirst Bancs",NYSE,"Finance - Savings & Loan","SIC-6022 State Commercial Banks"
SFIX,"Stitch Fix Inc",NASDAQ,"Retail - Apparel & Shoes","SIC-5961 Retail-Catalog & Mail-Order Houses"
SFL,"Ship Finance International",NYSE,"Transportation - Ship","SIC-4412 Deep Sea Foreign Transportation of Freight"
SFM,"Sprouts Farmers Market",NASDAQ,"Food Items - Wholesale","SIC-5411 Retail-Grocery Stores"
SFNC,"Simmons First Natl",NASDAQ,"Banks - Southeast","SIC-6021 National Commercial Banks"
SFST,"Southern First Bancs",NASDAQ,"Banks - Southeast","SIC-6021 National Commercial Banks"
SG,"Sweetgreen Inc Cl A",NYSE,"Retail - Restaurants","SIC-5812 Retail-Eating Places"
SGH,"Smart Global Holdings Inc",NASDAQ,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices"
SGHC,"Super Group [Sghc] Ltd",NYSE,Gaming,"SIC-7990 Services-Miscellaneous Amusement & Recreatio"
SGRY,"Surgery Partners CS",NASDAQ,"Medical Services","SIC-8062 Services-General Medical & Surgical Hospital"
SHAK,"Shake Shack Inc",NYSE,"Retail - Restaurants","SIC-5810 Retail-Eating & Drinking Places"
SHBI,"Shore Bancshares Inc",NASDAQ,"Banks - Northeast","SIC-6021 National Commercial Banks"
SHC,"Sotera Health Company",NASDAQ,"Medical Services","SIC-8090 Services-Misc Health & Allied Services, NEC"
SHEN,"Shenandoah Telecom",NASDAQ,"Diversified Comm Services","SIC-4813 Telephone Communications (No Radiotelephone)"
SHLS,"Shoals Technologies Group Cl A",NASDAQ,Solar,"SIC-3674 Semiconductors & Related Devices"
SHO,"Sunstone Hotel Investors",NYSE,"REIT - Equity Trust Other","SIC-7011 Hotels & Motels"
SHOO,"Steven Maddens Ltd",NASDAQ,"Shoes and Related Apparel","SIC-3140 Footwear, (No Rubber)"
SHW,"Sherwin-Williams Company",NYSE,"Paint & Related Products","SIC-5200 Retail-Building Materials, Hardware, Garden"
SHYF,"The Shyft Group Inc",NASDAQ,"Auto - Truck Original Parts","SIC-3711 Motor Vehicles & Passenger Car Bodies"
SIBN,"Si-Bone Inc",NASDAQ,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus"
SIG,"Signet Jewelers Ltd",NYSE,"Retail - Jewelry","SIC-5944 Retail-Jewelry Stores"
SIGA,"Siga Technologies Inc",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
SIGI,"Selective Ins Group",NASDAQ,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance"
SIRI,"Siriusxm Holdings Inc",NASDAQ,"Broadcast - Radio & TV","SIC-4832 Radio Broadcasting Stations"
SITC,"Site Centers Corp",NYSE,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts"
SITE,"Siteone Landscape Supply",NYSE,"Industrial Services","SIC-5040 Wholesale-Professional & Commercial Equipmen"
SITM,"Sitime Corp",NASDAQ,"Electronics Products - Misc","SIC-3674 Semiconductors & Related Devices"
SJM,"J.M. Smucker Company",NYSE,"Food - Misc & Diversified","SIC-2033 Canned, Fruits, Veg, Preserves, Jams & Jelli"
SJW,"SJW Corp",NYSE,"Utility - Water Supply","SIC-4941 Water Supply"
SKIN,"The Beauty Health Co.",NASDAQ,"Medical Services","SIC-3841 Surgical & Medical Instruments & Apparatus"
SKT,"Tanger Inc",NYSE,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts"
SKWD,"Skyward Specialty Insurance Group Inc",NASDAQ,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance"
SKX,"Skechers U.S.A.",NYSE,"Shoes and Related Apparel","SIC-3140 Footwear, (No Rubber)"
SKY,"Champion Homes Inc",NYSE,"Building - Mobile Homes & RV","SIC-2451 Mobile Homes"
SKYW,"Skywest Inc",NASDAQ,"Transportation - Airline","SIC-4512 Air Transportation, Scheduled"
SLAB,"Silicon Labs Inc",NASDAQ,"Semi Analog & Mixed","SIC-3674 Semiconductors & Related Devices"
SLB,"Schlumberger N.V.",NYSE,"Oil - Field Services","SIC-1389 Oil & Gas Field Services, NEC"
SLDP,"Solid Power Inc Cl A",NASDAQ,"Auto - Truck Original Parts","SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
SLG,"SL Green Realty Corp",NYSE,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
SLGN,"Silgan Holdings",NYSE,"Containers - Metal & Glass","SIC-3411 Metal Cans"
SLM,"SLM Corp",NASDAQ,"Finance - Consumer Loans","SIC-6141 Personal Credit Institutions"
SLNO,"Soleno Therapeutics Inc",NASDAQ,"Medical - Drugs","SIC-3845 Electromedical & Electrotherapeutic Apparatu"
SLP,"Simulations Plus Inc",NASDAQ,"Computer - Software","SIC-7373 Services-Computer Integrated Systems Design"
SLQT,"Selectquote Inc",NYSE,"Insurance - Multi Line","SIC-6411 Insurance Agents, Brokers & Service"
SLRN,"Acelyrin Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
SLVM,"Sylvamo Corp",NYSE,"Paper & Related Products","SIC-2621 Paper Mills"
SM,"Sm Energy Company",NYSE,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas"
SMAR,"Smartsheet Inc Cl A",NYSE,"Internet - Software","SIC-7372 Services-Prepackaged Software"
SMBC,"Southern MO Bancorp",NASDAQ,"Finance - Savings & Loan","SIC-6036 Savings Institutions, Not Federally Chartere"
SMBK,"Smartfinancial Inc",NYSE,"Banks - Northeast","SIC-6021 National Commercial Banks"
SMCI,"Super Micro Computer",NASDAQ,"Computer - Storage Devices","SIC-3571 Electronic Computers"
SMG,"Scotts Miracle-Gro Company",NYSE,Fertilizers,"SIC-2870 Agricultural Chemicals"
SMMT,"Summit Therapeu ADR",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
SMP,"Standard Motor Products",NYSE,"Auto - Truck Replacement Parts","SIC-3714 Motor Vehicle Parts & Accessories"
SMPL,"The Simply Good Foods Company",NASDAQ,"Food - Confectionery","SIC-2000 Food and Kindred Products"
SMR,"Nuscale Power Corp",NYSE,"Electrical Power","SIC-3443 Fabricated Plate Work (Boiler Shops)"
SMRT,"Smartrent Inc",NYSE,"Technology Services","SIC-7373 Services-Computer Integrated Systems Design"
SMTC,"Semtech Corp",NASDAQ,"Semi Analog & Mixed","SIC-3674 Semiconductors & Related Devices"
SN,"Sharkninja Inc",NYSE,Furniture,"SIC-3630 Household Appliances"
SNA,"Snap-On Inc",NYSE,"Tools - Hand Held","SIC-3420 Cutlery, Handtools & General Hardware"
SNBR,"Sleep Number Corp",NASDAQ,Furniture,"SIC-2510 Household Furniture"
SNCY,"Sun Country Airlines Holdings Inc",NASDAQ,"Transportation - Airline","SIC-4512 Air Transportation, Scheduled"
SNDR,"Schneider National Inc",NYSE,"Transportation - Services","SIC-4213 Trucking (No Local)"
SNDX,"Syndax Pharma",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
SNEX,"Stonex Group Inc",NASDAQ,"Finance - Misc Services","SIC-6200 Security & Commodity Brokers, Dealers, Excha"
SNOW,"Snowflake Inc Cl A",NYSE,"Internet - Software","SIC-7372 Services-Prepackaged Software"
SNPS,"Synopsys Inc",NASDAQ,"Computer - Software","SIC-7372 Services-Prepackaged Software"
SNV,"Synovus Financial Corp",NYSE,"Banks - Southeast","SIC-6021 National Commercial Banks"
SNX,"Synnex Corp",NYSE,"Electronics Products - Misc","SIC-5045 Wholesale-Computers & Peripheral Equipment &"
SO,"Southern Company",NYSE,"Utility - Electric Power","SIC-4911 Electric Services"
SOC,"Sable Offshore Corp",NYSE,"Oil - US Integrated","SIC-1311 Crude Petroleum & Natural Gas"
SOFI,"Sofi Technologies Inc",NASDAQ,"Finance - Misc Services","SIC-6199 Finance Services"
SOLV,"Solventum Corporation",NYSE,"Medical Services","SIC-3841 Surgical & Medical Instruments & Apparatus"
SON,"Sonoco Products",NYSE,"Containers - Paper Products","SIC-2650 Paperboard Containers & Boxes"
SONO,"Sonos Inc",NASDAQ,"Audio & Video Products","SIC-3651 Household Audio & Video Equipment"
SOUN,"Soundhound Ai Inc Cl A",NASDAQ,"IT Services","SIC-7372 Services-Prepackaged Software"
SPB,"Spectrum Brands Holdings Inc",NYSE,"Consumer Prdts - Misc Discr","SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
SPCE,"Virgin Galactic Holdings Inc",NYSE,"Aerospace - Defense","SIC-4700 Transportation Services"
SPFI,"South Plains Financial Inc",NASDAQ,"Banks - Southeast","SIC-6022 State Commercial Banks"
SPG,"Simon Property Group",NYSE,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts"
SPGI,"S&P Global Inc",NYSE,"Business Information","SIC-7320 Services-Consumer Credit Reporting, Collecti"
SPHR,"Sphere Entertainment CO",NYSE,"Media Conglomerates","SIC-7900 Services-Amusement & Recreation Services"
SPNS,"Sapiens Intl Corp NV",NASDAQ,"Computer - Software","SIC-7372 Services-Prepackaged Software"
SPNT,"Siriuspoint Ltd",NYSE,"Insurance - Multi Line","SIC-6331 Fire, Marine & Casualty Insurance"
SPOK,"Spok Holdings Inc",NASDAQ,"Wireless National","SIC-4812 Radiotelephone Communications"
SPOT,"Spotify Technology S.A.",NYSE,"Technology Services","SIC-4832 Radio Broadcasting Stations"
SPR,"Spirit Aerosystems Holdings",NYSE,"Aerospace - Defense Equipment","SIC-3728 Aircraft Parts & Auxiliary Equipment, NEC"
SPRY,"Ars Pharmaceuticals Inc",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
SPSC,"Sps Commerce Inc",NASDAQ,"Business Services","SIC-7372 Services-Prepackaged Software"
SPT,"Sprout Social Inc Cl A",NASDAQ,"Internet - Services","SIC-7372 Services-Prepackaged Software"
SPTN,"Spartannash Company",NASDAQ,"Food Items - Wholesale","SIC-5141 Wholesale-Groceries, General Line"
SPXC,"SPX Corp",NYSE,"Technology Services","SIC-3540 Metalworking Machinery & Equipment"
SQ,"Block Inc",NYSE,"Technology Services","SIC-7372 Services-Prepackaged Software"
SQSP,"Squarespace Inc Cl A",NYSE,"Internet Software Services","SIC-7372 Services-Prepackaged Software"
SR,"Spire Inc",NYSE,"Utility - Gas Distribution","SIC-4924 Natural Gas Distribution"
SRCE,"1st Source Corp",NASDAQ,"Banks - Midwest","SIC-6022 State Commercial Banks"
SRCL,"Stericycle Inc",NASDAQ,"Waste Removal Svcs","SIC-4955 Hazardous Waste Management"
SRDX,"Surmodics Inc",NASDAQ,"Medical Products","SIC-3841 Surgical & Medical Instruments & Apparatus"
SRE,Sempra,NYSE,"Utility - Gas Distribution","SIC-4932 Gas & Other Services Combined"
SRI,"Stoneridge Inc",NYSE,"Electronics - Misc Components","SIC-3714 Motor Vehicle Parts & Accessories"
SRPT,"Sarepta Therapeutics",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
SRRK,"Scholar Rock Holding Corp",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
SSB,"Southstate Corp",NYSE,"Finance - Misc Services","SIC-6022 State Commercial Banks"
SSD,"Simpson Manufacturing Company",NYSE,"Building & Construction - Misc","SIC-3420 Cutlery, Handtools & General Hardware"
SSNC,"SS&C Technologies",NASDAQ,"Computer - Software","SIC-7372 Services-Prepackaged Software"
SSP,"E.W. Scripps Company",NASDAQ,"Broadcast - Radio & TV","SIC-4833 Television Broadcasting Stations"
SSRM,"Ssr Mining Inc",NASDAQ,"Mining - Misc","SIC-6795 Mineral Royalty Traders"
SSTI,"Soundthinking Inc",NASDAQ,"Protection - Safety","SIC-7372 Services-Prepackaged Software"
SSTK,"Shutterstock Inc",NYSE,"Internet - Content","SIC-7374 Services-Computer Processing & Data Preparat"
ST,"Sensata Technologies Holding N.V.",NYSE,"Industrial Controls","SIC-3823 Industrial Instruments For Measurement, Disp"
STAA,"Staar Surgical Company",NASDAQ,"Medical - Dental Suppliers","SIC-3851 Ophthalmic Goods"
STAG,"Stag Industrial Inc",NYSE,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
STBA,"S&T Bancorp Inc",NASDAQ,"Banks - Northeast","SIC-6022 State Commercial Banks"
STC,"Stewart Information Services Corp",NYSE,"Insurance - Proprty & Casualty","SIC-6361 Title Insurance"
STE,"Steris Corp",NYSE,"Medical Instruments","SIC-3842 Orthopedic, Prosthetic & Surgical Appliances"
STEL,"Stellar Bancorp Inc",NYSE,"Banks - Southeast","SIC-6021 National Commercial Banks"
STEM,"Stem Inc",NYSE,"IT Services",N/A
STEP,"Stepstone Group Inc Cl A",NASDAQ,"Finance - Misc Services","SIC-6282 Investment Advice"
STER,"Sterling Check Corp",NASDAQ,"Technology Services","SIC-7374 Services-Computer Processing & Data Preparat"
STGW,"Stagwell Inc",NASDAQ,"Advertising Marketing Services","SIC-7311 Services-Advertising Agencies"
STHO,"Star Holdings",NASDAQ,"Real Estate Operations","SIC-6519 Lessors of Real Property, NEC"
STKL,"Sunopta Inc",NASDAQ,"Food - Misc & Diversified","SIC-5150 Wholesale-Farm Product Raw Materials"
STLD,"Steel Dynamics Inc",NASDAQ,"Steel - Producers","SIC-3312 Steel Works, Blast Furnaces & Rolling Mills"
STNE,"Stoneco Ltd Cl A",NASDAQ,"Internet - Software","SIC-7374 Services-Computer Processing & Data Preparat"
STNG,"Scorpio Tankers Inc",NYSE,"Transportation - Ship","SIC-4412 Deep Sea Foreign Transportation of Freight"
STOK,"Stoke Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
STR,"Sitio Royalties Corp",NYSE,"Oil - US Royalty Trusts","SIC-1311 Crude Petroleum & Natural Gas"
STRA,"Strayer Education",NASDAQ,Schools,"SIC-8200 Services-Educational Services"
STRL,"Sterling Infrastructure Inc",NASDAQ,"Engineering & R&D Services","SIC-1600 Heavy Construction Other Than Bldg Const - C"
STRO,"Sutro Biopharma Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
STT,"State Street Corp",NYSE,"Banks - Major Regional","SIC-6022 State Commercial Banks"
STWD,"Starwood Property Trust",NYSE,"REIT - Mortgage Trusts","SIC-6798 Real Estate Investment Trusts"
STZ,"Constellation Brands Inc",NYSE,"Beverages - Alcohol","SIC-2080 Beverages"
SUI,"Sun Communities",NYSE,"REIT - Equity Trust Resident","SIC-6798 Real Estate Investment Trusts"
SUM,"Summit Materials Inc",NYSE,"Building - CMT & CNT & AG","SIC-1400 Mining & Quarrying of Nonmetallic Minerals"
SUNS,"Sunrise Realty Trust",NASDAQ,"Real Estate Operations",N/A
SUPN,"Supernus Pharm",NASDAQ,"Medical - Generic Drugs","SIC-2834 Pharmaceutical Preparations"
SVC,"Service Properties Trust",NASDAQ,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
SVRA,"Savara Inc",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
SVV,"Savers Value Village Inc",NYSE,"Textile - Apparel","SIC-5900 Retail-Miscellaneous Retail"
SW,"Smurfit Westrock Plc",NYSE,"Paper & Related Products","SIC-3661 Telephone & Telegraph Apparatus"
SWBI,"Smith & Wesson Brands Inc",NASDAQ,"Leisure & Recreational Prdcts","SIC-3480 Ordnance & Accessories, (No Vehicles/Guided"
SWI,"Solarwinds Corp",NYSE,"Internet - Software","SIC-7372 Services-Prepackaged Software"
SWK,"Stanley Black & Decker Inc",NYSE,"Machinery - Tools & Related","SIC-3420 Cutlery, Handtools & General Hardware"
SWKS,"Skyworks Solutions",NASDAQ,"Semi Radio Frequency","SIC-3674 Semiconductors & Related Devices"
SWN,"Southwestern Energy Company",NYSE,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas"
SWTX,"Springworks Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
SWX,"Southwest Gas Corp",NYSE,"Utility - Gas Distribution","SIC-4923 Natural Gas Transmission & Distribution"
SXC,"Suncoke Energy Inc",NYSE,Coal,"SIC-3312 Steel Works, Blast Furnaces & Rolling Mills"
SXI,"Standex International Corp",NYSE,"Machinery - General Industrial","SIC-3580 Refrigeration & Service Industry Machinery"
SXT,"Sensient Technologies Corp",NYSE,"Chemical - Specialty","SIC-2860 Industrial Organic Chemicals"
SYBT,"Stock Yards Bancorp",NASDAQ,"Banks - Southeast","SIC-6022 State Commercial Banks"
SYF,"Synchrony Financial",NYSE,"Finance - Misc Services","SIC-6199 Finance Services"
SYK,"Stryker Corp",NYSE,"Medical Products","SIC-3841 Surgical & Medical Instruments & Apparatus"
SYNA,"Synaptics Inc",NASDAQ,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices"
SYRE,"Spyre Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
SYY,"Sysco Corp",NYSE,"Food - Misc & Diversified","SIC-5140 Wholesale-Groceries & Related Products"
T,"AT&T Inc",NYSE,"Wireless National","SIC-4812 Radiotelephone Communications"
TALO,"Talos Energy Inc",NYSE,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas"
TAP,"Molson Coors Brewing Company",NYSE,"Beverages - Alcohol","SIC-2082 Malt Beverages"
TARS,"Tarsus Pharmaceuticals Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
TBBK,"The Bancorp Inc",NASDAQ,"Banks - Northeast","SIC-6021 National Commercial Banks"
TBI,"Trueblue Inc",NYSE,Staffing,"SIC-7363 Services-Help Supply Services"
TBPH,"Theravance Bio Ord",NASDAQ,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations"
TCBI,"Texas Capital Bncsh",NASDAQ,"Banks - Southwest","SIC-6022 State Commercial Banks"
TCBK,"Trico Bancshares",NASDAQ,"Banks - West","SIC-6022 State Commercial Banks"
TCBX,"Third Coast Bancshares Inc",NASDAQ,"Banks - Southeast","SIC-6036 Savings Institutions, Not Federally Chartere"
TCMD,"Tactile Systems Technology Inc",NASDAQ,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus"
TCRX,"Tscan Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
TCX,"Tucows Inc Cl A",NASDAQ,"Internet - Content","SIC-7374 Services-Computer Processing & Data Preparat"
TDC,"Teradata Corp",NYSE,"Computer - Storage Devices","SIC-7372 Services-Prepackaged Software"
TDG,"Transdigm Group Inc",NYSE,"Aerospace - Defense Equipment","SIC-3728 Aircraft Parts & Auxiliary Equipment, NEC"
TDOC,"Teladoc Health Inc",NYSE,"Medical Services","SIC-8011 Services-Offices & Clinics of Doctors of Med"
TDS,"Telephone and Data Systems",NYSE,"Wireline National","SIC-4813 Telephone Communications (No Radiotelephone)"
TDUP,"Thredup Inc Cl A",NASDAQ,"Consumer Prdts - Misc Staple",N/A
TDW,"Tidewater Inc",NYSE,"Oil - US Integrated","SIC-4400 Water Transportation"
TDY,"Teledyne Technologies Inc",NYSE,"Aerospace - Defense Equipment","SIC-3812 Search, Detection, Navigation, Guidance, Aer"
TEAM,"Atlassian Corp",NASDAQ,"Internet - Software","SIC-7372 Services-Prepackaged Software"
TECH,"Bio-Techne Corp",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
TENB,"Tenable Holdings Inc",NASDAQ,"Internet - Software","SIC-7372 Services-Prepackaged Software"
TER,"Teradyne Inc",NASDAQ,"Electronic Test Equipment","SIC-3825 Instruments For Meas & Testing of Electricit"
TERN,"Terns Pharmaceuticals Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
TEX,"Terex Corp",NYSE,"Machinery - Construct & Mining","SIC-3537 Industrial Trucks, Tractors, Trailors & Stac"
TFC,"Truist Financial Corp",NYSE,"Banks - Major Regional","SIC-6021 National Commercial Banks"
TFIN,"Triumph Financial Inc",NASDAQ,"Finance - Misc Services","SIC-6022 State Commercial Banks"
TFSL,"Tfs Financial Corp",NASDAQ,"Finance - Savings & Loan","SIC-6035 Savings Institution, Federally Chartered"
TFX,"Teleflex Inc",NYSE,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus"
TG,"Tredegar Corp",NYSE,"Chemical - Plastics","SIC-3350 Rolling Drawing & Extruding of Nonferrous Me"
TGI,"Triumph Group",NYSE,"Aerospace - Defense Equipment","SIC-3720 Aircraft & Parts"
TGLS,"Tecnoglass Inc",NYSE,"Building Prds Retail - Wsale","SIC-3211 Flat Glass"
TGNA,"Tegna Inc",NYSE,"Broadcast - Radio & TV","SIC-4833 Television Broadcasting Stations"
TGT,"Target Corp",NYSE,"Retail - Discount","SIC-5331 Retail-Variety Stores"
TGTX,"Tg Therapeutics",NASDAQ,"Medical Products","SIC-2834 Pharmaceutical Preparations"
TH,"Target Hospitality Corp",NASDAQ,"Leisure & Recreation Services","SIC-2834 Pharmaceutical Preparations"
THC,"Tenet Healthcare Corp",NYSE,"Medical - Hospitals","SIC-8062 Services-General Medical & Surgical Hospital"
THFF,"First Finl Corp [In]",NASDAQ,"Banks - Midwest","SIC-6022 State Commercial Banks"
THG,"The Hanover Insurance Group",NYSE,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance"
THO,"Thor Industries",NYSE,"Building - Mobile Homes & RV","SIC-3716 Motor Homes"
THR,"Thermon Group Holdings Inc",NYSE,"Industrial Controls","SIC-3620 Electrical Industrial Apparatus"
THRD,"Third Harmonic Bio Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
THRM,"Gentherm Inc",NASDAQ,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories"
THRY,"Thryv Holdings Inc",NASDAQ,"Internet - Software","SIC-7310 Services-Advertising"
THS,"Treehouse Foods",NYSE,"Food - Misc & Diversified","SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food"
TILE,"Interface Inc",NASDAQ,"Textile - Home Furnishings","SIC-2273 Carpets & Rugs"
TIPT,"Tiptree Fncl Cl A",NASDAQ,"Insurance - Brokers","SIC-6331 Fire, Marine & Casualty Insurance"
TITN,"Titan Machinery Inc",NASDAQ,"Retail - Wsale Auto & Trucks","SIC-5990 Retail-Retail Stores, NEC"
TJX,"TJX Companies",NYSE,"Retail - Discount","SIC-5651 Retail-Family Clothing Stores"
TK,"Teekay Shipping Corp",NYSE,"Transportation - Ship","SIC-4412 Deep Sea Foreign Transportation of Freight"
TKO,"Tko Group Holdings Inc Cl A",NYSE,"Movie & TV Production & Dist","SIC-7900 Services-Amusement & Recreation Services"
TKR,"Timken Company",NYSE,"Metal Production & Fabrication","SIC-3562 Ball & Roller Bearings"
TMCI,"Treace Medical Concepts Inc",NASDAQ,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus"
TMDX,"Transmedics Group Inc",NASDAQ,"Medical Instruments","SIC-3845 Electromedical & Electrotherapeutic Apparatu"
TMHC,"Taylor Morrison Home Corp",NYSE,"Building - Residential & Comm","SIC-1531 Operative Builders"
TMO,"Thermo Fisher Scientific Inc",NYSE,"Medical Instruments","SIC-3829 Measuring & Controlling Devices, NEC"
TMP,Tompkinstrustco,"NYSE Arca","Banks - Northeast","SIC-6022 State Commercial Banks"
TMUS,"T-Mobile US",NASDAQ,"Wireless National","SIC-4812 Radiotelephone Communications"
TNC,"Tennant Company",NYSE,"Machinery - General Industrial","SIC-3580 Refrigeration & Service Industry Machinery"
TNDM,"Tandem Diabetes Care",NASDAQ,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus"
TNET,"Trinet Group Inc",NYSE,Outsourcing,"SIC-7389 Services-Business Services, NEC"
TNGX,"Tango Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
TNK,"Teekay Tankers Ltd",NYSE,"Transportation - Ship","SIC-4400 Water Transportation"
TNL,"Travel + Leisure Co.",NYSE,"Leisure & Recreation Services","SIC-7011 Hotels & Motels"
TNYA,"Tenaya Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
TOL,"Toll Brothers Inc",NYSE,"Building - Residential & Comm","SIC-1531 Operative Builders"
TOST,"Toast Inc Cl A",NYSE,"Internet - Software","SIC-7374 Services-Computer Processing & Data Preparat"
TOWN,"Towne Bank",NASDAQ,"Banks - Southeast","SIC-6022 State Commercial Banks"
